geom,angle,span,ok,cd_ind,cd_total,span_efficiency,l_over_d,cl,cm,x_np,CLa,Cma,Clp,Cmq,Cnb,elevon_sym.CL,elevon_sym.Cm,elevon_diff.Cl,elevon_diff.Cn,elevon_diff.CY,hinge_moments.elevon_sym,hinge_moments.elevon_diff,seconds_avl
lhs30s2000:05,2.0,2,True,0.0014328,0.007537224871448915,0.254,8.672953389996659,0.06537,-0.03646,0.387321,3.660839,-2.459045,-0.290008,-6.735561,0.002378,0.008562,-0.007872,-0.002309,0.000109,-0.000466,-0.0004052,-0.0002901,6.729307029003394
lhs30s2000:05,2.0,4,True,0.0014318,0.0075423105183976095,0.2537,8.629981468043376,0.06509,-0.03628,0.387014,3.647281,-2.447995,-0.288543,-6.70978,0.002369,0.008527,-0.007838,-0.002294,0.000108,-0.000462,-0.0004023,-0.0002876,23.62081286100147
lhs30s2000:05,2.0,8,True,0.0014317,0.007524183422886929,0.2538,8.633495005239482,0.06496,-0.03619,0.38684,3.640491,-2.442344,-0.287801,-6.696615,0.00236,0.008512,-0.007824,-0.002287,0.000108,-0.00046,-0.0004009,-0.0002863,83.15016143899993
lhs30s2000:05,4.0,1,True,0.004166,0.010567380586683495,0.7759,18.407589128106615,0.19452,-0.12327,0.387452,3.678351,-2.471644,-0.290326,-6.783417,0.004015,0.00862,-0.007929,-0.002336,0.00013,-0.00055,-0.0005136,-0.0002949,1.33155511199584
lhs30s2000:05,4.0,2,True,0.0041704,0.010536189616540837,0.7695,18.32066496762367,0.19303,-0.12219,0.38697,3.651681,-2.450669,-0.287558,-6.734677,0.004013,0.008545,-0.00786,-0.002305,0.000127,-0.00054,-0.000506,-0.0002898,6.77719451199664
lhs30s2000:05,4.0,4,True,0.0041694,0.010540780343974647,0.7669,18.241533712436354,0.19228,-0.12162,0.386668,3.638287,-2.439777,-0.286143,-6.709169,0.004011,0.00851,-0.007826,-0.00229,0.000126,-0.000535,-0.0005022,-0.0002872,23.66245520800294
lhs30s2000:05,4.0,8,True,0.0041699,0.010522721489753728,0.7659,18.23862773398288,0.19192,-0.12134,0.3865,3.631685,-2.434293,-0.285446,-6.696337,0.004007,0.008495,-0.007812,-0.002283,0.000125,-0.000532,-0.0005003,-0.000286,82.76697698600037
lhs30s2000:06,-2.0,1,True,0.0048586,0.012477871481883718,0.7667,-18.490333093667143,-0.23072,0.11852,0.300609,3.954496,-1.816231,-0.323817,-4.214189,0.003662,0.008275,-0.005326,-0.002128,-2e-06,-0.000388,-8.656e-05,-0.0001264,1.2945261919958284
lhs30s2000:06,-2.0,2,True,0.0048375,0.012467382071587168,0.7661,-18.486639671150993,-0.23048,0.11844,0.300145,3.936034,-1.804963,-0.319571,-4.19316,0.003636,0.008228,-0.005297,-0.002115,-2e-06,-0.000385,-8.514e-05,-0.0001249,6.738656519999495
lhs30s2000:06,-2.0,4,True,0.0048285,0.012461711296098688,0.7667,-18.49103983592842,-0.23043,0.11844,0.299891,3.926399,-1.799019,-0.31735,-4.18227,0.003622,0.008197,-0.005278,-0.002106,-1e-06,-0.000384,-8.447e-05,-0.0001242,23.34332428900234
lhs30s2000:06,-2.0,8,True,0.0048277,0.012453804357373295,0.7675,-18.50358279183723,-0.23044,0.11847,0.299756,3.921352,-1.795899,-0.316195,-4.176631,0.003614,0.008175,-0.005264,-0.002101,-1e-06,-0.000383,-8.412e-05,-0.0001239,82.98036077999859
lhs30s2000:06,0.0,1,True,0.0015653,0.00799323170429976,0.3827,-11.54852047518454,-0.09231,0.05489,0.301158,3.973783,-1.828425,-0.323576,-4.220922,0.002564,0.008305,-0.005336,-0.002131,1.6e-05,-0.000432,-0.0001173,-0.0001267,1.3348284919993603
lhs30s2000:06,0.0,2,True,0.0015484,0.00797721120655308,0.3884,-11.621856009508818,-0.09271,0.0552,0.300701,3.955393,-1.817198,-0.319365,-4.199992,0.002535,0.008258,-0.005307,-0.002118,1.6e-05,-0.000429,-0.0001156,-0.0001252,6.82703966400004
lhs30s2000:06,0.0,4,True,0.0015375,0.00797211658099318,0.393,-11.664405438036777,-0.09299,0.05541,0.300451,3.945883,-1.811322,-0.317172,-4.189227,0.002521,0.008228,-0.005288,-0.002109,1.6e-05,-0.000428,-0.0001148,-0.0001245,23.651690545004385
lhs30s2000:06,0.0,8,True,0.0015327,0.007963103715800668,0.3961,-11.701467584191953,-0.09318,0.05555,0.30032,3.941007,-1.808295,-0.316044,-4.183745,0.002512,0.008206,-0.005274,-0.002104,1.6e-05,-0.000427,-0.0001144,-0.0001242,82.54395486800058
lhs30s2000:06,2.0,1,True,0.0009579,0.007080398566078948,0.159,6.574488648564725,0.04655,-0.00904,0.301467,3.980199,-1.833253,-0.322366,-4.224971,0.002639,0.008312,-0.005337,-0.002131,2.4e-05,-0.000475,-0.0001478,-0.0001267,1.291098902001977
lhs30s2000:06,2.0,2,True,0.0009394,0.007033362096697314,0.1541,6.470589651764173,0.04551,-0.00834,0.301013,3.961921,-1.822089,-0.318204,-4.204111,0.002613,0.008266,-0.005308,-0.002117,2.4e-05,-0.000472,-0.0001459,-0.0001252,6.828134672003216
lhs30s2000:06,2.0,4,True,0.0009251,0.007022901847747536,0.1518,6.393368578033144,0.0449,-0.00793,0.300768,3.952551,-1.816296,-0.316048,-4.193461,0.002598,0.008235,-0.005289,-0.002109,2.4e-05,-0.00047,-0.000145,-0.0001245,23.425701779997326
lhs30s2000:06,2.0,8,True,0.0009167,0.00700935822642558,0.1506,6.355788727139754,0.04455,-0.00769,0.300641,3.947851,-1.813371,-0.314952,-4.188132,0.002589,0.008213,-0.005275,-0.002103,2.4e-05,-0.000469,-0.0001445,-0.0001242,82.7021503979995
lhs30s2000:06,4.0,1,True,0.0030577,0.009417787420785497,0.7859,19.687214386554473,0.18541,-0.073,0.301418,3.97367,-1.829949,-0.320109,-4.225117,0.003882,0.008296,-0.005326,-0.002125,2.1e-05,-0.000517,-0.0001779,-0.0001264,1.2886288609952317
lhs30s2000:06,4.0,2,True,0.003032,0.0093721198139771,0.7758,19.603889370470327,0.18373,-0.07191,0.300969,3.955543,-1.818891,-0.31601,-4.204332,0.003857,0.008249,-0.005298,-0.002112,2.1e-05,-0.000514,-0.0001757,-0.0001249,6.937599564000266
lhs30s2000:06,4.0,4,True,0.0030134,0.00935740102976325,0.7715,19.53427019089987,0.18279,-0.0713,0.300729,3.946327,-1.813203,-0.3139,-4.1938,0.003844,0.008219,-0.005279,-0.002103,2e-05,-0.000512,-0.0001747,-0.0001242,23.469250475995068
lhs30s2000:06,4.0,8,True,0.003002,0.009340230068271343,0.7692,19.515579238160644,0.18228,-0.07096,0.300607,3.941807,-1.81039,-0.312844,-4.188625,0.003835,0.008197,-0.005265,-0.002098,2e-05,-0.00051,-0.0001742,-0.0001239,83.05886859900056
lhs30s2000:07,-2.0,1,True,0.0041925,0.010845755459877003,0.4506,-14.413933688467365,-0.15633,0.09523,0.35226,3.826748,-2.092938,-0.303297,-5.120174,0.00208,0.012665,-0.009148,-0.003149,2.2e-05,-0.000188,-0.0002067,-0.0002834,1.3273585589995491
lhs30s2000:07,-2.0,2,True,0.0041635,0.010774510257622376,0.4484,-14.470263266926885,-0.15591,0.09493,0.351901,3.810776,-2.082074,-0.299622,-5.099717,0.002065,0.012618,-0.009116,-0.003128,2.2e-05,-0.000184,-0.0002054,-0.0002817,6.815372354998544
lhs30s2000:07,-2.0,4,True,0.0041484,0.010766220766657,0.4477,-14.465614571301284,-0.15574,0.09481,0.351702,3.802526,-2.076393,-0.297716,-5.089172,0.002054,0.012599,-0.009103,-0.003118,2.2e-05,-0.000183,-0.0002051,-0.000281,23.146464537996508
lhs30s2000:07,-2.0,8,True,0.0041415,0.010752629596216302,0.4474,-14.476458861260742,-0.15566,0.09475,0.351599,3.798297,-2.073479,-0.296741,-5.083805,0.002044,0.012591,-0.009098,-0.003113,2.2e-05,-0.000183,-0.0002049,-0.0002807,83.36400526899524
lhs30s2000:07,0.0,1,True,0.0019285,0.008199551874816486,0.0202,-2.745271978720641,-0.02251,0.02199,0.352638,3.838901,-2.101836,-0.303158,-5.126214,0.001175,0.012693,-0.00916,-0.003153,5.8e-05,-0.00029,-0.0002859,-0.000284,1.2756219479997526
lhs30s2000:07,0.0,2,True,0.0019202,0.00814764935425123,0.0205,-2.7787155553260328,-0.02264,0.02207,0.352282,3.822925,-2.090975,-0.299503,-5.105801,0.001166,0.012646,-0.009129,-0.003132,5.8e-05,-0.000286,-0.000284,-0.0002822,6.866647873001057
lhs30s2000:07,0.0,4,True,0.0019137,0.008148244759117487,0.0208,-2.793239608387153,-0.02276,0.02215,0.352086,3.814719,-2.085327,-0.297614,-5.095329,0.00116,0.012627,-0.009116,-0.003122,5.8e-05,-0.000285,-0.0002833,-0.0002815,23.167330755997682
lhs30s2000:07,0.0,8,True,0.0019099,0.008138286121998765,0.0209,-2.8040301923417017,-0.02282,0.02219,0.351986,3.810565,-2.082461,-0.296656,-5.090057,0.001153,0.012619,-0.009111,-0.003118,5.8e-05,-0.000284,-0.000283,-0.0002812,82.60836513299728
lhs30s2000:07,2.0,1,True,0.0024219,0.008763399187302727,0.3854,12.725655606511811,0.11152,-0.0514,0.352665,3.838128,-2.101571,-0.301912,-5.127884,0.001382,0.012685,-0.009155,-0.003151,7.1e-05,-0.000392,-0.0003645,-0.0002838,1.2819525149971014
lhs30s2000:07,2.0,2,True,0.0024189,0.008725232109962837,0.3822,12.702240880612178,0.11083,-0.05094,0.352311,3.822214,-2.090756,-0.298293,-5.107521,0.001384,0.012638,-0.009124,-0.00313,7.1e-05,-0.000388,-0.000362,-0.0002821,6.7872909550060285
lhs30s2000:07,2.0,4,True,0.0024148,0.008729205441286081,0.3809,12.650635930471383,0.11043,-0.05067,0.352117,3.81408,-2.08516,-0.296431,-5.097124,0.001383,0.012619,-0.009111,-0.00312,7.1e-05,-0.000385,-0.000361,-0.0002814,23.675005496996164
lhs30s2000:07,2.0,8,True,0.0024123,0.008720943553926434,0.3804,12.638540694415525,0.11022,-0.05053,0.352019,3.810014,-2.082356,-0.295497,-5.09195,0.00138,0.012612,-0.009106,-0.003116,7.1e-05,-0.000384,-0.0003605,-0.0002811,83.10460315799719
lhs30s2000:07,4.0,1,True,0.0056749,0.012332223079034978,0.8008,19.89016890369084,0.24529,-0.12461,0.352226,3.824422,-2.091459,-0.299509,-5.123969,0.002815,0.012641,-0.009128,-0.003142,8e-05,-0.000492,-0.0004421,-0.000283,1.3331803789988044
lhs30s2000:07,4.0,2,True,0.0056622,0.012262677478875609,0.7942,19.90185262724348,0.24405,-0.12377,0.351873,3.808635,-2.080741,-0.295943,-5.103679,0.002829,0.012595,-0.009097,-0.003121,8e-05,-0.000488,-0.0004391,-0.0002813,6.900230842999008
lhs30s2000:07,4.0,4,True,0.0056545,0.012257120344909209,0.7914,19.855397773024208,0.24337,-0.12331,0.351682,3.800602,-2.075222,-0.294117,-5.093364,0.002834,0.012576,-0.009084,-0.003111,8e-05,-0.000485,-0.0004378,-0.0002806,23.410081105001154
lhs30s2000:07,4.0,8,True,0.0056515,0.012248317048331962,0.7902,19.84027675321275,0.24301,-0.12307,0.351586,3.796633,-2.072491,-0.293214,-5.088291,0.002835,0.012569,-0.00908,-0.003107,8e-05,-0.000484,-0.0004371,-0.0002803,83.89421501299512
