geom,angle,chord,span,ok,cd_ind,cd_total,span_efficiency,l_over_d,cl,cm,x_np,CLa,Cma,Clp,Cmq,Cnb,elevon_sym.CL,elevon_sym.Cm,elevon_diff.Cl,elevon_diff.Cn,elevon_diff.CY,hinge_moments.elevon_sym,hinge_moments.elevon_diff,seconds_avl
lhs30s2000:03,-2.0,12,6,True,0.0030363,0.009487812277085606,0.616,-14.352096776711067,-0.13617,0.06678,0.283719,3.382752,-1.400353,-0.262727,-3.454375,0.001797,0.009647,-0.005919,-0.002205,-2e-06,-0.000144,-0.0001303,-0.0003044,47.39652311399914
lhs30s2000:03,-2.0,16,2,True,0.0030684,0.00950363173681978,0.6092,-14.289274222808114,-0.1358,0.06663,0.283933,3.402977,-1.409788,-0.265317,-3.471136,0.001802,0.009829,-0.006006,-0.002254,-6e-06,-0.000142,-0.0001162,-0.0002874,10.642043822001142
lhs30s2000:03,-2.0,16,4,True,0.0030567,0.009492914757793035,0.6091,-14.273803511062159,-0.1355,0.06648,0.283746,3.38811,-1.402703,-0.2634,-3.458295,0.001797,0.009804,-0.005996,-0.002241,-5e-06,-0.000142,-0.0001116,-0.0002854,37.917658064001444
lhs30s2000:03,-2.0,16,6,True,0.0030519,0.009496972087187949,0.6093,-14.260334636836948,-0.13543,0.06644,0.283675,3.383146,-1.400297,-0.262753,-3.453995,0.001795,0.009795,-0.005992,-0.002237,-5e-06,-0.000142,-0.00011,-0.0002846,78.7281398549967
lhs30s2000:03,0.0,8,2,True,0.0010477,0.00694376946161126,0.0333,-2.7060230187480756,-0.01879,0.01832,0.284655,3.413704,-1.417825,-0.265316,-3.478034,0.000901,0.0095,-0.005866,-0.00218,4.2e-05,-0.000247,-0.0002468,-0.0003217,2.7209304490024806
lhs30s2000:03,0.0,8,4,True,0.0010387,0.006938918566965571,0.0345,-2.7410611345908262,-0.01902,0.01842,0.284446,3.398971,-1.41067,-0.263412,-3.46523,0.000901,0.009478,-0.005857,-0.002169,4.2e-05,-0.000246,-0.0002415,-0.0003196,11.022893473997101
lhs30s2000:03,0.0,8,6,True,0.0010352,0.0069436932535705,0.035,-2.7535778586083643,-0.01912,0.01847,0.284373,3.394047,-1.408263,-0.262769,-3.460967,0.0009,0.00947,-0.005854,-0.002165,4.2e-05,-0.000246,-0.0002396,-0.0003188,22.708898965000117
lhs30s2000:03,0.0,12,2,True,0.0010853,0.006974323652537041,0.0286,-2.512071545980917,-0.01752,0.0176,0.284497,3.414304,-1.417286,-0.265348,-3.476586,0.000905,0.009714,-0.005948,-0.002226,4e-05,-0.000246,-0.0002214,-0.0003083,6.387712448002276
lhs30s2000:03,0.0,12,4,True,0.0010753,0.0069687036835079826,0.0296,-2.547102130631103,-0.01775,0.0177,0.284298,3.399549,-1.410178,-0.263443,-3.463807,0.000908,0.009691,-0.005939,-0.002214,3.9e-05,-0.000245,-0.0002163,-0.0003062,22.787366820000898
lhs30s2000:03,0.0,12,6,True,0.0010713,0.006972955225485826,0.0301,-2.5598902363174636,-0.01785,0.01775,0.284226,3.394633,-1.407778,-0.262801,-3.459538,0.000908,0.009682,-0.005935,-0.00221,3.9e-05,-0.000245,-0.0002145,-0.0003055,47.191547340997204
lhs30s2000:03,0.0,16,2,True,0.0011091,0.006993751607544092,0.0258,-2.3978546767246303,-0.01677,0.01727,0.284437,3.414619,-1.417122,-0.265364,-3.476142,0.000899,0.009865,-0.006023,-0.002259,3.8e-05,-0.000245,-0.0002084,-0.0002885,10.756169086002046
lhs30s2000:03,0.0,16,4,True,0.0010991,0.00698823180113288,0.0268,-2.4312301714499096,-0.01699,0.01737,0.28425,3.399814,-1.410047,-0.263457,-3.463344,0.000903,0.00984,-0.006013,-0.002247,3.8e-05,-0.000244,-0.0002031,-0.0002864,37.899357141999644
lhs30s2000:03,0.0,16,6,True,0.0010947,0.0069921372695064855,0.0272,-2.444173983043991,-0.01709,0.01742,0.284179,3.394897,-1.407656,-0.262815,-3.459077,0.000904,0.009831,-0.006009,-0.002243,3.8e-05,-0.000244,-0.0002012,-0.0002856,78.84253264800282
lhs30s2000:03,4.0,8,2,True,0.0055053,0.011665466017191511,0.8681,18.802506447385515,0.21934,-0.08067,0.28496,3.399802,-1.413564,-0.261622,-3.477904,0.002781,0.009481,-0.00586,-0.002177,0.000111,-0.000442,-0.000427,-0.0003217,2.736584154998127
lhs30s2000:03,4.0,8,4,True,0.0054734,0.011635926964188371,0.8614,18.742812727444118,0.21809,-0.08007,0.28475,3.385556,-1.406604,-0.259789,-3.465364,0.002806,0.00946,-0.005851,-0.002166,0.00011,-0.00044,-0.0004204,-0.0003195,10.832218023999303
lhs30s2000:03,4.0,8,6,True,0.0054618,0.011632487561075823,0.8591,18.711389017799203,0.21766,-0.07986,0.284676,3.380905,-1.404309,-0.25918,-3.461264,0.002813,0.009452,-0.005848,-0.002162,0.00011,-0.00044,-0.000418,-0.0003187,22.776655853998818
lhs30s2000:03,4.0,12,2,True,0.005663,0.01182742261052705,0.8668,18.654106415680733,0.22063,-0.08134,0.28481,3.399787,-1.412816,-0.261616,-3.476238,0.002786,0.009695,-0.005942,-0.002223,0.000113,-0.000447,-0.0003903,-0.0003082,6.433992589001718
lhs30s2000:03,4.0,12,4,True,0.0056295,0.011796332867848688,0.86,18.59730498093418,0.21938,-0.08075,0.284612,3.385361,-1.405841,-0.259767,-3.463617,0.002814,0.009672,-0.005933,-0.002211,0.000113,-0.000445,-0.000384,-0.0003062,22.749529099997744
lhs30s2000:03,4.0,12,6,True,0.0056168,0.011791804865642647,0.8578,18.56713221552008,0.21894,-0.08053,0.284539,3.380635,-1.403519,-0.259152,-3.459454,0.002823,0.009663,-0.005929,-0.002207,0.000112,-0.000445,-0.0003817,-0.0003054,47.26159345999986
lhs30s2000:03,4.0,16,2,True,0.0057512,0.011918373750823713,0.8651,18.57552084106266,0.22139,-0.08166,0.284757,3.399815,-1.412565,-0.261614,-3.475709,0.002779,0.009845,-0.006016,-0.002256,0.000114,-0.00045,-0.0003915,-0.0002884,10.842188382997847
lhs30s2000:03,4.0,16,4,True,0.0057179,0.011887458288615847,0.8584,18.518676966531984,0.22014,-0.08107,0.28457,3.385266,-1.405594,-0.259757,-3.46302,0.002809,0.00982,-0.006006,-0.002244,0.000114,-0.000448,-0.0003848,-0.0002864,37.96984759000043
lhs30s2000:03,4.0,16,6,True,0.0057048,0.011882558672236705,0.8562,18.49012540652097,0.21971,-0.08086,0.284499,3.380492,-1.403261,-0.259137,-3.458827,0.002819,0.009811,-0.006002,-0.00224,0.000114,-0.000447,-0.0003825,-0.0002856,79.13564061500074
