cache_key,sample_id,tag,nchordwise,spanwise,cspace,alpha_deg,control_input_deg,diff_input_deg,status,ok,CLa,Clp,Cma,Cmq,Cnb,altitude_m,avl_version,b_ref,beta_deg,c_ref,cache_hit,cd_ind,cd_total,cl,cm,elevon_diff.CY,elevon_diff.Cl,elevon_diff.Cn,elevon_sym.CL,elevon_sym.Cm,geom_config_sha256,hinge_moments.elevon_diff,hinge_moments.elevon_sym,l_over_d,n_sections,n_strips,n_vortices,s_ref,seconds_avl,seconds_total,span_efficiency,src_git_sha,strips_expected,velocity_mps,viscous,vortices_expected,x_np
3373a25cfcb6e4d0d7e3f675,lhs30s2000:02,stage1,12,4,1.0,0.0,4.0,4.0,SUCCESS,True,3.944285,-0.317791,-1.85978,-4.54129,0.001016,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0012156,0.007158863704677737,-0.0193,0.01955,-0.000506,-0.00347,1.8e-05,0.013811,-0.009136,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004811,-0.0003944,-2.6959585761339495,29,224,2688,1.2584,23.852949741001794,23.85295143699841,0.0241,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,224,28.0,True,2688,0.308572
a98bdb4e404b32483a94f8bb,lhs30s2000:02,stage1,12,4,1.0,4.0,4.0,4.0,SUCCESS,True,3.931323,-0.315159,-1.853801,-4.543757,0.002464,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0059752,0.012383857283066553,0.25593,-0.11028,-0.000754,-0.003472,6.4e-05,0.013812,-0.009139,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004818,-0.0007024,20.66642033657427,29,224,2688,1.2584,24.036828610998782,24.03683051900225,0.8412,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,224,28.0,True,2688,0.308594
fd73f09ae1e1cb405cd4f4aa,lhs30s2000:02,stage1,12,6,1.0,-2.0,4.0,4.0,SUCCESS,True,3.927372,-0.316621,-1.848537,-4.53064,0.002015,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0032146,0.009709976992007882,-0.15659,0.08421,-0.000379,-0.003455,-1.5e-05,0.013746,-0.009105,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004787,-0.0002392,-16.126711744928603,29,336,4032,1.2584,49.915207834001194,49.91521016700062,0.5886,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,336,28.0,True,4032,0.308027
a3f926896162e2d7abe2a75a,lhs30s2000:02,stage1,12,6,1.0,0.0,4.0,4.0,SUCCESS,True,3.941285,-0.317078,-1.858105,-4.538492,0.001014,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0012149,0.00715721858179812,-0.01922,0.0195,-0.000505,-0.003467,1.8e-05,0.013807,-0.009135,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004809,-0.0003941,-2.6854007293949835,29,336,4032,1.2584,49.605465600998286,49.60546772199814,0.0239,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,336,28.0,True,4032,0.308528
978094f6ad95c44cfa04063c,lhs30s2000:02,stage1,12,6,1.0,4.0,4.0,4.0,SUCCESS,True,3.928485,-0.314488,-1.852219,-4.541126,0.002465,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0059796,0.012388083378942627,0.2558,-0.11022,-0.000753,-0.00347,6.4e-05,0.013809,-0.009138,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004816,-0.0007017,20.64887619620087,29,336,4032,1.2584,50.030376587998035,50.03037870799744,0.8405,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,336,28.0,True,4032,0.308553
cfa2b44434464e0dab1a6184,lhs30s2000:02,stage1,16,2,1.0,-2.0,4.0,4.0,SUCCESS,True,3.939817,-0.319513,-1.855124,-4.541465,0.002061,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0032415,0.009735409158344626,-0.15645,0.0842,-0.000382,-0.003516,-2e-05,0.013959,-0.00922,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004859,-0.0002392,-16.070202849759035,29,112,1792,1.2584,11.265423170996655,11.265425289999257,0.586,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,112,28.0,True,1792,0.308148
94f2ca96ce6271efa7d0dc74,lhs30s2000:02,stage1,16,2,1.0,0.0,4.0,4.0,SUCCESS,True,3.953492,-0.319922,-1.86464,-4.549199,0.001013,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0012437,0.0071834135278375285,-0.01865,0.01925,-0.00051,-0.003528,1.3e-05,0.014021,-0.009252,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004881,-0.0004024,-2.5962587184667254,29,112,1792,1.2584,11.299379320000298,11.29938112200034,0.022,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,112,28.0,True,1792,0.308658
f1bfd9cd706033b626e85b62,lhs30s2000:02,stage1,16,2,1.0,4.0,4.0,4.0,SUCCESS,True,3.940113,-0.317199,-1.858447,-4.551369,0.002451,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0060326,0.012442272465098613,0.25721,-0.11091,-0.000764,-0.00353,6.3e-05,0.014022,-0.009254,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004888,-0.0007265,20.672268729164294,29,112,1792,1.2584,11.69674176099943,11.696743982000044,0.8412,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,112,28.0,True,1792,0.308677
d00de26515945265b0c0f998,lhs30s2000:02,stage1,16,4,1.0,-2.0,4.0,4.0,SUCCESS,True,3.930912,-0.317385,-1.850213,-4.533164,0.002025,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0032285,0.00971983831173847,-0.15589,0.08387,-0.000379,-0.003506,-2.1e-05,0.013943,-0.009214,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004853,-0.000239,-16.03833263478617,29,224,3584,1.2584,40.22583550499985,40.22583751899947,0.5822,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,224,28.0,True,3584,0.308029
ccb9c46da7f734655bd9f351,lhs30s2000:02,stage1,16,4,1.0,0.0,4.0,4.0,SUCCESS,True,3.94463,-0.31781,-1.8597,-4.540905,0.001008,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0012413,0.007183151138344089,-0.01839,0.01909,-0.000507,-0.003518,1.4e-05,0.014006,-0.009245,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004875,-0.0004016,-2.5601577421687653,29,224,3584,1.2584,40.3864873800012,40.38648939400082,0.0215,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,224,28.0,True,3584,0.308531
a6264a8e7ed52a2ae27c4d53,lhs30s2000:02,stage1,16,4,1.0,4.0,4.0,4.0,SUCCESS,True,3.931391,-0.315145,-1.853592,-4.543238,0.002455,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0060438,0.012456363772497769,0.25685,-0.11072,-0.000759,-0.00352,6.3e-05,0.014007,-0.009247,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004882,-0.0007245,20.619982258955503,29,224,3584,1.2584,40.43129201099873,40.43129402199702,0.8391,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,224,28.0,True,3584,0.308554
b57ac2d803a5c12d480872b4,lhs30s2000:02,stage1,16,6,1.0,-2.0,4.0,4.0,SUCCESS,True,3.927869,-0.316663,-1.848538,-4.530338,0.002009,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0032244,0.009713075721238803,-0.1557,0.08376,-0.000378,-0.003503,-2.2e-05,0.01394,-0.009213,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004851,-0.000239,-16.029937835195017,29,336,5376,1.2584,83.3284652839975,83.32846772299672,0.5809,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,336,28.0,True,5376,0.307988
f804013c55c71e6592723289,lhs30s2000:02,stage1,16,6,1.0,0.0,4.0,4.0,SUCCESS,True,3.941633,-0.317099,-1.858029,-4.538106,0.001006,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0012403,0.007181378926563045,-0.01831,0.01904,-0.000506,-0.003515,1.4e-05,0.014002,-0.009244,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0004873,-0.0004013,-2.5496496128721944,29,336,5376,1.2584,83.61112353700082,83.61112533900086,0.0213,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,336,28.0,True,5376,0.308489
d83dc4322b62022188184171,lhs30s2000:02,stage1,16,6,1.0,4.0,4.0,4.0,SUCCESS,True,3.928502,-0.314464,-1.851984,-4.540555,0.002457,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,2.2771,0.0,0.65443,False,0.0060479,0.012460267244062843,0.25672,-0.11066,-0.000758,-0.003517,6.3e-05,0.014004,-0.009246,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.000488,-0.0007237,20.603089401820316,29,336,5376,1.2584,83.8005663949989,83.8005685149983,0.8384,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,336,28.0,True,5376,0.308513
9d6f8f5c8c7ed2a699fdb72b,lhs30s2000:03,stage1,8,2,1.0,-2.0,4.0,4.0,SUCCESS,True,3.401837,-0.265246,-1.410341,-3.472879,0.0018,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0030245,0.009475543592595372,-0.13778,0.0677,-0.000148,-0.002174,3e-06,0.009467,-0.005849,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003206,-0.0001559,-14.54059059025043,28,108,864,1.069,2.741781815999275,2.7417839350018767,0.6244,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,108,28.0,True,864,0.28414
be0f3797175c891cf1839b32,lhs30s2000:03,stage1,8,2,1.0,0.0,4.0,4.0,SUCCESS,True,3.413704,-0.265316,-1.417825,-3.478034,0.000901,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0010477,0.00694376946161126,-0.01879,0.01832,-0.000247,-0.00218,4.2e-05,0.0095,-0.005866,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003217,-0.0002468,-2.7060230187480756,28,108,864,1.069,2.7209304490024806,2.720932479998737,0.0333,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,108,28.0,True,864,0.284655
d3325bc4bbffc21328ca8ef0,lhs30s2000:03,stage1,8,2,1.0,4.0,4.0,4.0,SUCCESS,True,3.399802,-0.261622,-1.413564,-3.477904,0.002781,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0055053,0.011665466017191511,0.21934,-0.08067,-0.000442,-0.002177,0.000111,0.009481,-0.00586,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003217,-0.000427,18.802506447385515,28,108,864,1.069,2.736584154998127,2.736585955000919,0.8681,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,108,28.0,True,864,0.28496
abaab15fe2a0a93dbe96a63c,lhs30s2000:03,stage1,8,4,1.0,-2.0,4.0,4.0,SUCCESS,True,3.386922,-0.263324,-1.403131,-3.459955,0.001791,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0030155,0.009468711130251235,-0.1375,0.06755,-0.000148,-0.002163,3e-06,0.009445,-0.005841,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003184,-0.0001513,-14.52151175683313,28,216,1728,1.069,10.705635315000109,10.705637328999728,0.6244,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,216,28.0,True,1728,0.283932
991c83358de343dbd672d1e9,lhs30s2000:03,stage1,8,4,1.0,0.0,4.0,4.0,SUCCESS,True,3.398971,-0.263412,-1.41067,-3.46523,0.000901,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0010387,0.006938918566965571,-0.01902,0.01842,-0.000246,-0.002169,4.2e-05,0.009478,-0.005857,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003196,-0.0002415,-2.7410611345908262,28,216,1728,1.069,11.022893473997101,11.022895603000507,0.0345,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,216,28.0,True,1728,0.284446
00a0c83dde4e4c483f931904,lhs30s2000:03,stage1,8,4,1.0,4.0,4.0,4.0,SUCCESS,True,3.385556,-0.259789,-1.406604,-3.465364,0.002806,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0054734,0.011635926964188371,0.21809,-0.08007,-0.00044,-0.002166,0.00011,0.00946,-0.005851,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003195,-0.0004204,18.742812727444118,28,216,1728,1.069,10.832218023999303,10.832220143001905,0.8614,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,216,28.0,True,1728,0.28475
212506a82d5205bfe3779ee4,lhs30s2000:03,stage1,8,6,1.0,-2.0,4.0,4.0,SUCCESS,True,3.38188,-0.262672,-1.400684,-3.455614,0.001786,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0030125,0.009474441967053326,-0.13742,0.06751,-0.000149,-0.002159,3e-06,0.009436,-0.005837,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003176,-0.0001496,-14.504284313299708,28,324,2592,1.069,22.462766551998357,22.462768460001826,0.6246,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,324,28.0,True,2592,0.28386
e5e45cb7c42da4eee4fe1269,lhs30s2000:03,stage1,8,6,1.0,0.0,4.0,4.0,SUCCESS,True,3.394047,-0.262769,-1.408263,-3.460967,0.0009,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0010352,0.0069436932535705,-0.01912,0.01847,-0.000246,-0.002165,4.2e-05,0.00947,-0.005854,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003188,-0.0002396,-2.7535778586083643,28,324,2592,1.069,22.708898965000117,22.708901084999525,0.035,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,324,28.0,True,2592,0.284373
769b35b82af288ff7b7df5e9,lhs30s2000:03,stage1,8,6,1.0,4.0,4.0,4.0,SUCCESS,True,3.380905,-0.25918,-1.404309,-3.461264,0.002813,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0054618,0.011632487561075823,0.21766,-0.07986,-0.00044,-0.002162,0.00011,0.009452,-0.005848,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003187,-0.000418,18.711389017799203,28,324,2592,1.069,22.776655853998818,22.776658080001653,0.8591,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,324,28.0,True,2592,0.284676
02fd68e7bd94dd148e7148c2,lhs30s2000:03,stage1,12,2,1.0,-2.0,4.0,4.0,SUCCESS,True,3.402593,-0.265294,-1.409909,-3.47154,0.001806,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0030519,0.009493163042163516,-0.13654,0.06696,-0.000144,-0.00222,-2e-06,0.00968,-0.005932,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003072,-0.0001362,-14.382982720676225,28,108,1296,1.069,6.35717186400143,6.357173770000372,0.6158,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,108,28.0,True,1296,0.28399
0901f35d966e6480c8c39e8d,lhs30s2000:03,stage1,12,2,1.0,0.0,4.0,4.0,SUCCESS,True,3.414304,-0.265348,-1.417286,-3.476586,0.000905,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0010853,0.006974323652537041,-0.01752,0.0176,-0.000246,-0.002226,4e-05,0.009714,-0.005948,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003083,-0.0002214,-2.512071545980917,28,108,1296,1.069,6.387712448002276,6.387714037999103,0.0286,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,108,28.0,True,1296,0.284497
151eebde294c06a1c7e11bea,lhs30s2000:03,stage1,12,2,1.0,4.0,4.0,4.0,SUCCESS,True,3.399787,-0.261616,-1.412816,-3.476238,0.002786,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.005663,0.01182742261052705,0.22063,-0.08134,-0.000447,-0.002223,0.000113,0.009695,-0.005942,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003082,-0.0003903,18.654106415680733,28,108,1296,1.069,6.433992589001718,6.433994497998356,0.8668,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,108,28.0,True,1296,0.28481
af45ca509c4a3164be2446f1,lhs30s2000:03,stage1,12,4,1.0,-2.0,4.0,4.0,SUCCESS,True,3.387741,-0.263376,-1.402777,-3.458692,0.001799,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0030402,0.009482980828600576,-0.13625,0.06682,-0.000144,-0.002209,-2e-06,0.009656,-0.005923,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003051,-0.0001318,-14.367845138848258,28,216,2592,1.069,22.579825480999716,22.57982738699866,0.6157,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,216,28.0,True,2592,0.283792
e0dd771ba7d6d623b8f856d0,lhs30s2000:03,stage1,12,4,1.0,0.0,4.0,4.0,SUCCESS,True,3.399549,-0.263443,-1.410178,-3.463807,0.000908,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0010753,0.0069687036835079826,-0.01775,0.0177,-0.000245,-0.002214,3.9e-05,0.009691,-0.005939,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003062,-0.0002163,-2.547102130631103,28,216,2592,1.069,22.787366820000898,22.787368515997514,0.0296,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,216,28.0,True,2592,0.284298
37b3e7be0696549270a0ee39,lhs30s2000:03,stage1,12,4,1.0,4.0,4.0,4.0,SUCCESS,True,3.385361,-0.259767,-1.405841,-3.463617,0.002814,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0056295,0.011796332867848688,0.21938,-0.08075,-0.000445,-0.002211,0.000113,0.009672,-0.005933,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003062,-0.000384,18.59730498093418,28,216,2592,1.069,22.749529099997744,22.749531115001446,0.86,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,216,28.0,True,2592,0.284612
8418c71133ed2f317c0eb671,lhs30s2000:03,stage1,12,6,1.0,-2.0,4.0,4.0,SUCCESS,True,3.382752,-0.262727,-1.400353,-3.454375,0.001797,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0030363,0.009487812277085606,-0.13617,0.06678,-0.000144,-0.002205,-2e-06,0.009647,-0.005919,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003044,-0.0001303,-14.352096776711067,28,324,3888,1.069,47.39652311399914,47.396524915002374,0.616,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,324,28.0,True,3888,0.283719
018826f55a6d5dad3358bf16,lhs30s2000:03,stage1,12,6,1.0,0.0,4.0,4.0,SUCCESS,True,3.394633,-0.262801,-1.407778,-3.459538,0.000908,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0010713,0.006972955225485826,-0.01785,0.01775,-0.000245,-0.00221,3.9e-05,0.009682,-0.005935,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003055,-0.0002145,-2.5598902363174636,28,324,3888,1.069,47.191547340997204,47.19154914400133,0.0301,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,324,28.0,True,3888,0.284226
beb1967149a3a3c77336f33e,lhs30s2000:03,stage1,12,6,1.0,4.0,4.0,4.0,SUCCESS,True,3.380635,-0.259152,-1.403519,-3.459454,0.002823,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0056168,0.011791804865642647,0.21894,-0.08053,-0.000445,-0.002207,0.000112,0.009663,-0.005929,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0003054,-0.0003817,18.56713221552008,28,324,3888,1.069,47.26159345999986,47.26159526099946,0.8578,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,324,28.0,True,3888,0.284539
b05e709e061714c8a1dc51aa,lhs30s2000:03,stage1,16,2,1.0,-2.0,4.0,4.0,SUCCESS,True,3.402977,-0.265317,-1.409788,-3.471136,0.001802,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0030684,0.00950363173681978,-0.1358,0.06663,-0.000142,-0.002254,-6e-06,0.009829,-0.006006,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0002874,-0.0001162,-14.289274222808114,28,108,1728,1.069,10.642043822001142,10.642045939999662,0.6092,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,108,28.0,True,1728,0.283933
43dd83ca4d2eb26d4192936d,lhs30s2000:03,stage1,16,2,1.0,0.0,4.0,4.0,SUCCESS,True,3.414619,-0.265364,-1.417122,-3.476142,0.000899,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0011091,0.006993751607544092,-0.01677,0.01727,-0.000245,-0.002259,3.8e-05,0.009865,-0.006023,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0002885,-0.0002084,-2.3978546767246303,28,108,1728,1.069,10.756169086002046,10.756171207001898,0.0258,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,108,28.0,True,1728,0.284437
d2cae9d80c6e0cae95f07054,lhs30s2000:03,stage1,16,2,1.0,4.0,4.0,4.0,SUCCESS,True,3.399815,-0.261614,-1.412565,-3.475709,0.002779,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0057512,0.011918373750823713,0.22139,-0.08166,-0.00045,-0.002256,0.000114,0.009845,-0.006016,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0002884,-0.0003915,18.57552084106266,28,108,1728,1.069,10.842188382997847,10.842190399001993,0.8651,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,108,28.0,True,1728,0.284757
34d1dd4ce94fa46c3c85a78c,lhs30s2000:03,stage1,16,4,1.0,-2.0,4.0,4.0,SUCCESS,True,3.38811,-0.2634,-1.402703,-3.458295,0.001797,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0030567,0.009492914757793035,-0.1355,0.06648,-0.000142,-0.002241,-5e-06,0.009804,-0.005996,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0002854,-0.0001116,-14.273803511062159,28,216,3456,1.069,37.917658064001444,37.91765997499897,0.6091,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,216,28.0,True,3456,0.283746
4f722fe092677df8d5acd878,lhs30s2000:03,stage1,16,4,1.0,0.0,4.0,4.0,SUCCESS,True,3.399814,-0.263457,-1.410047,-3.463344,0.000903,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0010991,0.00698823180113288,-0.01699,0.01737,-0.000244,-0.002247,3.8e-05,0.00984,-0.006013,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0002864,-0.0002031,-2.4312301714499096,28,216,3456,1.069,37.899357141999644,37.89935936799884,0.0268,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,216,28.0,True,3456,0.28425
0af85333b3f025cb703e41d3,lhs30s2000:03,stage1,16,4,1.0,4.0,4.0,4.0,SUCCESS,True,3.385266,-0.259757,-1.405594,-3.46302,0.002809,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0057179,0.011887458288615847,0.22014,-0.08107,-0.000448,-0.002244,0.000114,0.00982,-0.006006,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0002864,-0.0003848,18.518676966531984,28,216,3456,1.069,37.96984759000043,37.96984981700007,0.8584,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,216,28.0,True,3456,0.28457
675c3d4f339146a94b054f86,lhs30s2000:03,stage1,16,6,1.0,-2.0,4.0,4.0,SUCCESS,True,3.383146,-0.262753,-1.400297,-3.453995,0.001795,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0030519,0.009496972087187949,-0.13543,0.06644,-0.000142,-0.002237,-5e-06,0.009795,-0.005992,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0002846,-0.00011,-14.260334636836948,28,324,5184,1.069,78.7281398549967,78.72814175100211,0.6093,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,324,28.0,True,5184,0.283675
c52e30cf6e0545e649d4176d,lhs30s2000:03,stage1,16,6,1.0,0.0,4.0,4.0,SUCCESS,True,3.394897,-0.262815,-1.407656,-3.459077,0.000904,0.0,/usr/local/bin/avl:sha256=758a9c634d7bfc26,1.8196,0.0,0.68536,False,0.0010947,0.0069921372695064855,-0.01709,0.01742,-0.000244,-0.002243,3.8e-05,0.009831,-0.006009,543da140a6d0eacdb86d907fc34529e875e43a4d9c573c356cb8894bc40452b3,-0.0002856,-0.0002012,-2.444173983043991,28,324,5184,1.069,78.84253264800282,78.84253476700178,0.0272,6bb2627b75bbf1c3cc1a35eaf5559aaeee0e0d51,324,28.0,True,5184,0.284179
