  1.000000      0.000000
  0.990000     -0.000514
  0.980000     -0.001098
  0.970000     -0.001657
  0.960000     -0.002111
  0.950000     -0.002397
  0.940000     -0.002467
  0.930000     -0.002285
  0.920000     -0.001826
  0.910000     -0.001075
  0.900000     -0.000025
  0.890000      0.001324
  0.880000      0.002965
  0.870000      0.004887
  0.860000      0.007075
  0.850000      0.009509
  0.840000      0.012169
  0.830000      0.015030
  0.820000      0.018069
  0.810000      0.021260
  0.800000      0.024577
  0.790000      0.027995
  0.780000      0.031488
  0.770000      0.035031
  0.760000      0.038600
  0.750000      0.042175
  0.740000      0.045732
  0.730000      0.049252
  0.720000      0.052718
  0.710000      0.056112
  0.700000      0.059420
  0.690000      0.062628
  0.680000      0.065725
  0.670000      0.068702
  0.660000      0.071549
  0.650000      0.074260
  0.640000      0.076830
  0.630000      0.079256
  0.620000      0.081534
  0.610000      0.083664
  0.600000      0.085646
  0.590000      0.087481
  0.580000      0.089170
  0.570000      0.090717
  0.560000      0.092125
  0.550000      0.093398
  0.540000      0.094541
  0.530000      0.095559
  0.520000      0.096458
  0.510000      0.097243
  0.500000      0.097920
  0.490000      0.098494
  0.480000      0.098972
  0.470000      0.099359
  0.460000      0.099661
  0.450000      0.099883
  0.440000      0.100029
  0.430000      0.100105
  0.420000      0.100115
  0.410000      0.100062
  0.400000      0.099949
  0.390000      0.099781
  0.380000      0.099557
  0.370000      0.099282
  0.360000      0.098955
  0.350000      0.098578
  0.340000      0.098150
  0.330000      0.097672
  0.320000      0.097142
  0.310000      0.096559
  0.300000      0.095922
  0.290000      0.095228
  0.280000      0.094474
  0.270000      0.093657
  0.260000      0.092774
  0.250000      0.091822
  0.240000      0.090796
  0.230000      0.089692
  0.220000      0.088505
  0.210000      0.087232
  0.200000      0.085868
  0.190000      0.084408
  0.180000      0.082846
  0.170000      0.081180
  0.160000      0.079402
  0.150000      0.077510
  0.140000      0.075497
  0.130000      0.073358
  0.120000      0.071087
  0.110000      0.068677
  0.100000      0.066117
  0.090000      0.063395
  0.080000      0.060493
  0.070000      0.057383
  0.060000      0.054021
  0.050000      0.050336
  0.040000      0.046203
  0.030000      0.041385
  0.020000      0.035379
  0.010000      0.026779
  0.000000      0.000000
  0.000000     -0.000000
  0.010000     -0.033502
  0.020000     -0.044887
  0.030000     -0.051429
  0.040000     -0.055265
  0.050000     -0.057362
  0.060000     -0.058278
  0.070000     -0.058374
  0.080000     -0.057896
  0.090000     -0.057017
  0.100000     -0.055863
  0.110000     -0.054524
  0.120000     -0.053068
  0.130000     -0.051543
  0.140000     -0.049982
  0.150000     -0.048411
  0.160000     -0.046846
  0.170000     -0.045299
  0.180000     -0.043777
  0.190000     -0.042285
  0.200000     -0.040825
  0.210000     -0.039397
  0.220000     -0.038002
  0.230000     -0.036639
  0.240000     -0.035307
  0.250000     -0.034006
  0.260000     -0.032735
  0.270000     -0.031493
  0.280000     -0.030280
  0.290000     -0.029097
  0.300000     -0.027943
  0.310000     -0.026818
  0.320000     -0.025724
  0.330000     -0.024661
  0.340000     -0.023630
  0.350000     -0.022631
  0.360000     -0.021666
  0.370000     -0.020734
  0.380000     -0.019837
  0.390000     -0.018974
  0.400000     -0.018146
  0.410000     -0.017354
  0.420000     -0.016595
  0.430000     -0.015871
  0.440000     -0.015180
  0.450000     -0.014521
  0.460000     -0.013893
  0.470000     -0.013295
  0.480000     -0.012726
  0.490000     -0.012182
  0.500000     -0.011664
  0.510000     -0.011168
  0.520000     -0.010693
  0.530000     -0.010236
  0.540000     -0.009797
  0.550000     -0.009373
  0.560000     -0.008962
  0.570000     -0.008563
  0.580000     -0.008174
  0.590000     -0.007794
  0.600000     -0.007423
  0.610000     -0.007060
  0.620000     -0.006704
  0.630000     -0.006355
  0.640000     -0.006014
  0.650000     -0.005681
  0.660000     -0.005356
  0.670000     -0.005041
  0.680000     -0.004737
  0.690000     -0.004445
  0.700000     -0.004168
  0.710000     -0.003906
  0.720000     -0.003662
  0.730000     -0.003437
  0.740000     -0.003234
  0.750000     -0.003053
  0.760000     -0.002896
  0.770000     -0.002765
  0.780000     -0.002659
  0.790000     -0.002580
  0.800000     -0.002526
  0.810000     -0.002498
  0.820000     -0.002493
  0.830000     -0.002510
  0.840000     -0.002545
  0.850000     -0.002594
  0.860000     -0.002652
  0.870000     -0.002715
  0.880000     -0.002775
  0.890000     -0.002824
  0.900000     -0.002855
  0.910000     -0.002858
  0.920000     -0.002825
  0.930000     -0.002743
  0.940000     -0.002604
  0.950000     -0.002397
  0.960000     -0.002111
  0.970000     -0.001736
  0.980000     -0.001264
  0.990000     -0.000687
  1.000000     -0.000000
