"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "rms[LM_1]"   ,    "rms[LM_2]"   ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,         332,      -11.30312426,      -9.680475942,      -10.27142779,       -10.9579703,      -12.47556126,      -5.467018439,       -3.41624668,   9.949904493e-05,       6.460275387,                40,                40,                40,    0.001789260784,     0.01064599061,      0.6032719361,                 0,                 0,                 0,     0.07789220678,    -0.01041438159,      0.6032759789,                 0,       56.66658541,    0.002447506314
          0,           0,         333,      -11.30304459,      -9.680468691,      -10.27134855,      -10.95789572,      -12.47552313,      -5.467047661,      -3.416192628,   9.949904542e-05,       6.460275388,                40,                40,                40,    0.001789260784,     0.01064567328,        0.60326586,                 0,                 0,                 0,     0.07789143141,    -0.01041448667,      0.6032698954,                 0,       56.66770379,    0.002447506314
          0,           0,         334,      -11.30299534,      -9.680461418,      -10.27126935,      -10.95785973,      -12.47548504,      -5.467076858,      -3.416138324,   9.949904591e-05,        6.46027539,                40,                40,                40,    0.001789260784,     0.01064535626,      0.6032597826,                 0,                 0,                 0,     0.07789065601,     -0.0104145914,      0.6032638106,                 0,       56.66882046,    0.002447506314
          0,           0,         335,      -11.30287719,      -9.680454119,      -10.27119008,      -10.95773551,      -12.47544701,      -5.467105988,      -3.416083855,   9.949904639e-05,       6.460275391,                40,                40,                40,    0.001789260784,     0.01064503955,      0.6032537037,                 0,                 0,                 0,     0.07788988058,    -0.01041469577,      0.6032577244,                 0,       56.66993543,    0.002447506314
          0,           0,         336,      -11.30278762,      -9.680446807,      -10.27111068,      -10.95764839,      -12.47540905,      -5.467135095,      -3.416029231,   9.949904688e-05,       6.460275392,                40,                40,                40,    0.001789260784,     0.01064472314,      0.6032476235,                 0,                 0,                 0,     0.07788910511,    -0.01041479979,      0.6032516369,                 0,        56.6710487,    0.002447506314
          0,           0,         337,      -11.30271831,      -9.680439465,      -10.27103131,      -10.95758677,      -12.47537043,      -5.467164187,      -3.415974447,   9.949904737e-05,       6.460275393,                40,                40,                40,    0.001789260784,     0.01064440704,      0.6032415419,                 0,                 0,                 0,      0.0778883296,    -0.01041490345,      0.6032455479,                 0,       56.67216029,    0.002447506314
          0,           0,         338,        -11.302641,      -9.680432091,      -10.27095204,      -10.95751474,      -12.47533105,      -5.467193257,      -3.415919509,   9.949904786e-05,       6.460275394,                40,                40,                40,    0.001789260784,     0.01064409124,      0.6032354589,                 0,                 0,                 0,     0.07788755405,    -0.01041500676,      0.6032394576,                 0,        56.6732702,    0.002447506314
          0,           0,         339,      -11.30255993,      -9.680424688,      -10.27087283,      -10.95743792,      -12.47529175,      -5.467222301,      -3.415864414,   9.949904834e-05,       6.460275396,                40,                40,                40,    0.001789260784,     0.01064377575,      0.6032293745,                 0,                 0,                 0,     0.07788677847,    -0.01041510972,      0.6032333659,                 0,       56.67437843,    0.002447506314
          0,           0,         340,      -11.30247954,      -9.680417257,      -10.27079366,      -10.95736205,      -12.47525254,      -5.467251318,      -3.415809162,   9.949904883e-05,       6.460275397,                40,                40,                40,    0.001789260784,     0.01064346056,      0.6032232888,                 0,                 0,                 0,     0.07788600284,    -0.01041521233,      0.6032272729,                 0,       56.67548497,    0.002447506314
          0,           0,         341,       -11.3024002,      -9.680409796,      -10.27071455,      -10.95728746,      -12.47521343,      -5.467280306,      -3.415753752,   9.949904932e-05,       6.460275398,                40,                40,                40,    0.001789260784,     0.01064314567,      0.6032172016,                 0,                 0,                 0,     0.07788522718,    -0.01041531458,      0.6032211784,                 0,       56.67658982,    0.002447506314
          0,           0,         342,      -11.30232102,      -9.680402305,       -10.2706355,      -10.95721306,      -12.47517442,      -5.467309266,      -3.415698169,    9.94990498e-05,       6.460275399,                40,                40,                40,    0.001789260784,     0.01064283109,      0.6032111131,                 0,                 0,                 0,     0.07788445149,    -0.01041541648,      0.6032150826,                 0,       56.67769297,    0.002447506314
          0,           0,         343,      -11.30224187,      -9.680394785,      -10.27055651,      -10.95713863,      -12.47513552,      -5.467338196,      -3.415642389,   9.949905029e-05,         6.4602754,                40,                40,                40,    0.001789260784,     0.01064251683,      0.6032050231,                 0,                 0,                 0,     0.07788367576,    -0.01041551802,      0.6032089854,                 0,        56.6787944,    0.002447506314
          0,           0,         344,      -11.30216286,      -9.680387236,      -10.27047758,      -10.95706439,      -12.47509672,      -5.467367095,      -3.415586461,   9.949905077e-05,       6.460275402,                40,                40,                40,    0.001789260784,     0.01064220287,      0.6031989318,                 0,                 0,                 0,     0.07788289999,    -0.01041561921,      0.6032028869,                 0,       56.67989413,    0.002447506314
          0,           0,         345,      -11.30208406,      -9.680379657,      -10.27039871,      -10.95699038,      -12.47505803,      -5.467395965,      -3.415530387,   9.949905126e-05,       6.460275403,                40,                40,                40,    0.001789260784,     0.01064188922,      0.6031928391,                 0,                 0,                 0,     0.07788212419,    -0.01041572003,      0.6031967869,                 0,       56.68099214,    0.002447506314
          0,           0,         346,       -11.3020055,      -9.680372048,       -10.2703199,      -10.95691665,      -12.47501945,      -5.467424802,      -3.415474167,   9.949905175e-05,       6.460275404,                40,                40,                40,    0.001789260784,     0.01064157588,       0.603186745,                 0,                 0,                 0,     0.07788134836,     -0.0104158205,      0.6031906856,                 0,       56.68208845,    0.002447506314
          0,           0,         347,      -11.30192703,      -9.680364411,      -10.27024114,      -10.95684302,      -12.47498099,      -5.467453606,      -3.415417804,   9.949905223e-05,       6.460275405,                40,                40,                40,    0.001789260784,     0.01064126284,      0.6031806496,                 0,                 0,                 0,     0.07788057249,    -0.01041592062,      0.6031845829,                 0,       56.68318304,    0.002447506314
          0,           0,         348,      -11.30184874,      -9.680356746,      -10.27016243,       -10.9567696,      -12.47494264,      -5.467482386,      -3.415361296,   9.949905272e-05,       6.460275407,                40,                40,                40,    0.001789260784,     0.01064095012,      0.6031745527,                 0,                 0,                 0,     0.07787979658,    -0.01041602037,      0.6031784789,                 0,       56.68427593,    0.002447506314
          0,           0,         349,      -11.30177069,      -9.680349051,      -10.27008377,      -10.95669645,      -12.47490441,      -5.467511127,      -3.415304751,    9.94990532e-05,       6.460275408,                40,                40,                40,    0.001789260784,      0.0106406377,      0.6031684545,                 0,                 0,                 0,     0.07787902064,    -0.01041611978,      0.6031723735,                 0,       56.68536711,    0.002447506314
          0,           0,         350,      -11.30169269,      -9.680341328,      -10.27000516,      -10.95662337,       -12.4748663,      -5.467539831,      -3.415248217,   9.949905369e-05,       6.460275409,                40,                40,                40,    0.001789260784,     0.01064032559,      0.6031623549,                 0,                 0,                 0,     0.07787824466,    -0.01041621882,      0.6031662667,                 0,       56.68645659,    0.002447506314
          0,           0,         351,      -11.30161489,      -9.680333577,      -10.26992659,       -10.9565505,      -12.47482831,      -5.467568498,       -3.41519148,   9.949905417e-05,        6.46027541,                40,                40,                40,    0.001789260784,     0.01064001379,      0.6031562539,                 0,                 0,                 0,     0.07787746865,    -0.01041631751,      0.6031601585,                 0,       56.68754437,    0.002447506314
          0,           0,         352,       -11.3015372,      -9.680325798,      -10.26984807,       -10.9564778,      -12.47479044,      -5.467597128,      -3.415134563,   9.949905466e-05,       6.460275411,                40,                40,                40,    0.001789260784,      0.0106397023,      0.6031501515,                 0,                 0,                 0,     0.07787669261,    -0.01041641585,       0.603154049,                 0,       56.68863044,    0.002447506314
          0,           0,         353,      -11.30145967,       -9.68031799,      -10.26976959,      -10.95640526,      -12.47475269,       -5.46762572,      -3.415077515,   9.949905514e-05,       6.460275413,                40,                40,                40,    0.001789260784,     0.01063939111,      0.6031440478,                 0,                 0,                 0,     0.07787591654,    -0.01041651383,      0.6031479381,                 0,       56.68971481,    0.002447506314
          0,           0,         354,      -11.30138225,      -9.680310153,      -10.26969115,      -10.95633286,      -12.47471506,      -5.467654274,      -3.415020318,   9.949905563e-05,       6.460275414,                40,                40,                40,    0.001789260784,     0.01063908023,      0.6031379427,                 0,                 0,                 0,     0.07787514044,    -0.01041661145,      0.6031418259,                 0,       56.69079747,    0.002447506314
          0,           0,         355,      -11.30130487,      -9.680302288,      -10.26961275,      -10.95626048,      -12.47467756,      -5.467682787,      -3.414962944,   9.949905611e-05,       6.460275415,                40,                40,                40,    0.001789260784,     0.01063876966,      0.6031318362,                 0,                 0,                 0,     0.07787436431,    -0.01041670872,      0.6031357123,                 0,       56.69187842,    0.002447506314
          0,           0,         356,       -11.3012276,      -9.680294394,       -10.2695344,      -10.95618824,      -12.47464018,      -5.467711279,      -3.414905394,    9.94990566e-05,       6.460275416,                40,                40,                40,    0.001789260784,      0.0106384594,      0.6031257283,                 0,                 0,                 0,     0.07787358814,    -0.01041680563,      0.6031295973,                 0,       56.69295765,    0.002447506314
          0,           0,         357,      -11.30115048,      -9.680286471,      -10.26945609,       -10.9561162,      -12.47460292,       -5.46773973,      -3.414847674,   9.949905708e-05,       6.460275417,                40,                40,                40,    0.001789260784,     0.01063814945,      0.6031196191,                 0,                 0,                 0,     0.07787281195,    -0.01041690218,       0.603123481,                 0,       56.69403518,    0.002447506314
          0,           0,         358,      -11.30107344,       -9.68027852,      -10.26937782,      -10.95604422,      -12.47456579,       -5.46776814,       -3.41478978,   9.949905757e-05,       6.460275419,                40,                40,                40,    0.001789260784,      0.0106378398,      0.6031135085,                 0,                 0,                 0,     0.07787203574,    -0.01041699838,      0.6031173633,                 0,         56.695111,    0.002447506314
          0,           0,         359,      -11.30099647,      -9.680270539,       -10.2692996,      -10.95597232,      -12.47452878,      -5.467796508,      -3.414731739,   9.949905805e-05,        6.46027542,                40,                40,                40,    0.001789260784,     0.01063753047,      0.6031073965,                 0,                 0,                 0,     0.07787125949,    -0.01041709422,      0.6031112443,                 0,       56.69618511,    0.002447506314
          0,           0,         360,      -11.30091958,       -9.68026253,      -10.26922142,      -10.95590052,       -12.4744919,      -5.467824833,      -3.414673545,   9.949905854e-05,       6.460275421,                40,                40,                40,    0.001789260784,     0.01063722144,      0.6031012832,                 0,                 0,                 0,     0.07787048321,    -0.01041718971,      0.6031051239,                 0,       56.69725751,    0.002447506314
          0,           0,         361,      -11.30084273,      -9.680254492,      -10.26914329,      -10.95582875,      -12.47445515,      -5.467853115,      -3.414615179,   9.949905902e-05,       6.460275422,                40,                40,                40,    0.001789260784,     0.01063691272,      0.6030951685,                 0,                 0,                 0,     0.07786970691,    -0.01041728484,      0.6030990021,                 0,        56.6983282,    0.002447506314
          0,           0,         362,      -11.30076594,      -9.680246424,      -10.26906519,      -10.95575705,      -12.47441852,      -5.467881352,      -3.414556647,    9.94990595e-05,       6.460275424,                40,                40,                40,    0.001789260784,     0.01063660431,      0.6030890525,                 0,                 0,                 0,     0.07786893058,    -0.01041737962,      0.6030928791,                 0,       56.69939718,    0.002447506314
          0,           0,         363,      -11.30068929,      -9.680238328,      -10.26898714,      -10.95568552,      -12.47438201,      -5.467909546,      -3.414497952,   9.949905999e-05,       6.460275425,                40,                40,                40,    0.001789260784,     0.01063629621,      0.6030829351,                 0,                 0,                 0,     0.07786815422,    -0.01041747404,      0.6030867546,                 0,       56.70046445,    0.002447506314
          0,           0,         364,      -11.30061271,      -9.680230202,      -10.26890912,      -10.95561407,      -12.47434564,      -5.467937694,      -3.414439109,   9.949906047e-05,       6.460275426,                40,                40,                40,    0.001789260784,     0.01063598841,      0.6030768163,                 0,                 0,                 0,     0.07786737783,     -0.0104175681,      0.6030806288,                 0,       56.70153001,    0.002447506314
          0,           0,         365,      -11.30053557,      -9.680222047,      -10.26883114,      -10.95554198,      -12.47430938,        -5.4679658,      -3.414380152,   9.949906096e-05,       6.460275427,                40,                40,                40,    0.001789260784,     0.01063568093,      0.6030706962,                 0,                 0,                 0,     0.07786660142,    -0.01041766181,      0.6030745017,                 0,       56.70259386,    0.002447506314
          0,           0,         366,      -11.30045832,       -9.68021386,      -10.26875319,      -10.95546976,      -12.47427326,      -5.467993868,      -3.414320948,   9.949906144e-05,       6.460275428,                40,                40,                40,    0.001789260784,     0.01063537375,      0.6030645747,                 0,                 0,                 0,     0.07786582499,    -0.01041775517,      0.6030683732,                 0,         56.703656,    0.002447506314
          0,           0,         367,      -11.30038169,      -9.680205643,      -10.26867529,      -10.95539818,      -12.47423726,      -5.468021889,      -3.414261566,   9.949906192e-05,        6.46027543,                40,                40,                40,    0.001789260784,     0.01063506688,      0.6030584519,                 0,                 0,                 0,     0.07786504853,    -0.01041784817,      0.6030622434,                 0,       56.70471644,    0.002447506314
          0,           0,         368,      -11.30030533,      -9.680197398,      -10.26859742,      -10.95532697,      -12.47420139,      -5.468049863,      -3.414202042,   9.949906241e-05,       6.460275431,                40,                40,                40,    0.001789260784,     0.01063476032,      0.6030523277,                 0,                 0,                 0,     0.07786427205,    -0.01041794081,      0.6030561123,                 0,       56.70577516,    0.002447506314
          0,           0,         369,      -11.30022909,      -9.680189124,      -10.26851958,       -10.9552559,      -12.47416564,       -5.46807779,      -3.414142375,   9.949906289e-05,       6.460275432,                40,                40,                40,    0.001789260784,     0.01063445407,      0.6030462022,                 0,                 0,                 0,     0.07786349554,     -0.0104180331,      0.6030499798,                 0,       56.70683218,    0.002447506314
          0,           0,         370,      -11.30015266,       -9.68018082,      -10.26844178,      -10.95518459,      -12.47413002,      -5.468105668,      -3.414082573,   9.949906337e-05,       6.460275433,                40,                40,                40,    0.001789260784,     0.01063414812,      0.6030400753,                 0,                 0,                 0,     0.07786271901,    -0.01041812503,       0.603043846,                 0,       56.70788749,    0.002447506314
          0,           0,         371,      -11.30007633,      -9.680172487,      -10.26836402,      -10.95511341,      -12.47409453,      -5.468133498,      -3.414022636,   9.949906385e-05,       6.460275435,                40,                40,                40,    0.001789260784,     0.01063384248,      0.6030339471,                 0,                 0,                 0,     0.07786194246,    -0.01041821661,      0.6030377108,                 0,       56.70894109,    0.002447506314
          0,           0,         372,      -11.30000022,      -9.680164125,      -10.26828629,      -10.95504245,      -12.47405917,      -5.468161279,      -3.413962549,   9.949906434e-05,       6.460275436,                40,                40,                40,    0.001789260784,     0.01063353715,      0.6030278175,                 0,                 0,                 0,     0.07786116589,    -0.01041830784,      0.6030315743,                 0,       56.70999299,    0.002447506314
          0,           0,         373,      -11.29992406,      -9.680155734,      -10.26820859,      -10.95497142,      -12.47401878,      -5.468189011,      -3.413902315,   9.949906482e-05,       6.460275437,                40,                40,                40,    0.001789260784,     0.01063323213,      0.6030216866,                 0,                 0,                 0,     0.07786038929,    -0.01041839871,      0.6030254365,                 0,       56.71104318,    0.002447506314
          0,           0,         374,      -11.29984793,      -9.680147314,      -10.26813093,      -10.95490042,       -12.4739764,      -5.468216692,      -3.413841904,    9.94990653e-05,       6.460275438,                40,                40,                40,    0.001789260784,     0.01063292742,      0.6030155543,                 0,                 0,                 0,     0.07785961267,    -0.01041848922,      0.6030192974,                 0,       56.71209166,    0.002447506314
          0,           0,         375,      -11.29977196,      -9.680138865,       -10.2680533,      -10.95482959,      -12.47393406,      -5.468244322,      -3.413781185,   9.949906578e-05,       6.460275439,                40,                40,                40,    0.001789260784,     0.01063262301,      0.6030094207,                 0,                 0,                 0,     0.07785883603,    -0.01041857938,      0.6030131569,                 0,       56.71313843,    0.002447506314
          0,           0,         376,      -11.29969602,      -9.680130388,      -10.26797571,      -10.95475878,      -12.47389179,        -5.4682719,      -3.413720262,   9.949906627e-05,       6.460275441,                40,                40,                40,    0.001789260784,     0.01063231891,      0.6030032858,                 0,                 0,                 0,     0.07785805937,    -0.01041866919,      0.6030070151,                 0,       56.71418349,    0.002447506314
          0,           0,         377,      -11.29962013,      -9.680121881,      -10.26789814,      -10.95468804,      -12.47384957,      -5.468299426,      -3.413659229,   9.949906675e-05,       6.460275442,                40,                40,                40,    0.001789260784,     0.01063201512,      0.6029971495,                 0,                 0,                 0,     0.07785728269,    -0.01041875864,      0.6030008719,                 0,       56.71522685,    0.002447506314
          0,           0,         378,      -11.29954433,      -9.680113345,      -10.26782062,      -10.95461737,      -12.47380743,        -5.4683269,      -3.413597949,   9.949906723e-05,       6.460275443,                40,                40,                40,    0.001789260784,     0.01063171164,      0.6029910119,                 0,                 0,                 0,       0.077856506,    -0.01041884774,      0.6029947274,                 0,       56.71626849,    0.002447506314
          0,           0,         379,      -11.29946863,      -9.680104779,      -10.26774312,      -10.95454679,      -12.47376536,       -5.46835432,      -3.413536289,   9.949906771e-05,       6.460275444,                40,                40,                40,    0.001789260784,     0.01063140846,      0.6029848729,                 0,                 0,                 0,     0.07785572928,    -0.01041893649,      0.6029885817,                 0,       56.71730843,    0.002447506314
          0,           0,         380,      -11.29939301,      -9.680096169,      -10.26766566,      -10.95447627,      -12.47372336,      -5.468381688,       -3.41347445,   9.949906819e-05,       6.460275446,                40,                40,                40,    0.001789260784,      0.0106311056,      0.6029787326,                 0,                 0,                 0,     0.07785495254,    -0.01041902488,      0.6029824345,                 0,       56.71834667,    0.002447506314
          0,           0,         381,      -11.29931735,       -9.68008753,      -10.26758823,      -10.95440569,      -12.47367198,      -5.468409001,      -3.413412508,   9.949906868e-05,       6.460275447,                40,                40,                40,    0.001789260784,     0.01063080303,       0.602972591,                 0,                 0,                 0,     0.07785417579,    -0.01041911292,      0.6029762861,                 0,        56.7193832,    0.002447506314
          0,           0,         382,      -11.29924183,      -9.680078862,      -10.26751084,      -10.95433526,      -12.47362004,      -5.468436254,      -3.413350458,   9.949906916e-05,       6.460275448,                40,                40,                40,    0.001789260784,     0.01063050078,       0.602966448,                 0,                 0,                 0,     0.07785339901,     -0.0104192006,      0.6029701363,                 0,       56.72041803,    0.002447506314
          0,           0,         383,      -11.29916639,      -9.680070164,      -10.26743347,      -10.95426488,      -12.47356815,      -5.468463446,      -3.413288242,   9.949906964e-05,       6.460275449,                40,                40,                40,    0.001789260784,     0.01063019883,      0.6029603037,                 0,                 0,                 0,     0.07785262221,    -0.01041928793,      0.6029639852,                 0,       56.72145116,    0.002447506314
          0,           0,         384,      -11.29910117,      -9.680061438,      -10.26735611,      -10.95420638,      -12.47351632,      -5.468490575,      -3.413225881,   9.949907012e-05,        6.46027545,                40,                40,                40,    0.001789260784,     0.01062989719,      0.6029541581,                 0,                 0,                 0,      0.0778518454,    -0.01041937491,      0.6029578328,                 0,       56.72248258,    0.002447506314
          0,           0,         385,       -11.2990128,       -9.68005268,      -10.26727874,      -10.95411809,      -12.47346455,      -5.468517641,      -3.413163422,    9.94990706e-05,       6.460275452,                40,                40,                40,    0.001789260784,     0.01062959585,      0.6029480111,                 0,                 0,                 0,     0.07785106856,    -0.01041946154,       0.602951679,                 0,        56.7235123,    0.002447506314
          0,           0,         386,      -11.29893352,      -9.680043898,      -10.26720138,        -10.954043,      -12.47341285,      -5.468544642,      -3.413100864,   9.949907108e-05,       6.460275453,                40,                40,                40,    0.001789260784,     0.01062929482,      0.6029418628,                 0,                 0,                 0,     0.07785029171,    -0.01041954781,      0.6029455239,                 0,       56.72454033,    0.002447506314
          0,           0,         387,      -11.29886448,      -9.680035112,      -10.26712421,      -10.95397575,      -12.47336123,      -5.468571578,      -3.413038212,   9.949907156e-05,       6.460275454,                40,                40,                40,    0.001789260784,     0.01062899409,      0.6029357131,                 0,                 0,                 0,     0.07784951482,    -0.01041963374,      0.6029393675,                 0,       56.72556668,    0.002447506314
          0,           0,         388,      -11.29877907,      -9.680026327,      -10.26704709,      -10.95388121,      -12.47330968,      -5.468598448,      -3.412975468,   9.949907204e-05,       6.460275455,                40,                40,                40,    0.001789260784,     0.01062869366,      0.6029295621,                 0,                 0,                 0,     0.07784873791,    -0.01041971931,      0.6029332098,                 0,       56.72659135,    0.002447506314
          0,           0,         389,      -11.29870077,      -9.680017504,      -10.26696991,      -10.95380278,       -12.4732582,      -5.468625251,      -3.412912617,   9.949907253e-05,       6.460275457,                40,                40,                40,    0.001789260784,     0.01062839354,      0.6029234098,                 0,                 0,                 0,     0.07784796098,    -0.01041980454,      0.6029270507,                 0,       56.72761434,    0.002447506314
          0,           0,         390,      -11.29862185,      -9.680008649,      -10.26689278,      -10.95373019,      -12.47320681,      -5.468651985,       -3.41284967,   9.949907301e-05,       6.460275458,                40,                40,                40,    0.001789260784,     0.01062809372,      0.6029172561,                 0,                 0,                 0,     0.07784718402,    -0.01041988942,      0.6029208903,                 0,       56.72863563,    0.002447506314
          0,           0,         391,      -11.29854564,      -9.679999761,      -10.26681568,      -10.95365985,      -12.47315549,      -5.468678651,      -3.412786629,   9.949907349e-05,       6.460275459,                40,                40,                40,    0.001789260784,     0.01062779421,       0.602911101,                 0,                 0,                 0,     0.07784640703,    -0.01041997394,      0.6029147286,                 0,       56.72965521,    0.002447506314
          0,           0,         392,      -11.29847093,      -9.679990843,      -10.26673856,       -10.9535896,      -12.47310425,      -5.468705246,      -3.412723495,   9.949907397e-05,        6.46027546,                40,                40,                40,    0.001789260784,       0.010627495,      0.6029049447,                 0,                 0,                 0,     0.07784563003,    -0.01042005811,      0.6029085655,                 0,       56.73067307,    0.002447506314
          0,           0,         393,      -11.29839546,      -9.679981895,      -10.26666147,      -10.95351841,      -12.47305308,      -5.468731771,      -3.412660299,   9.949907445e-05,       6.460275461,                40,                40,                40,    0.001789260784,     0.01062719611,       0.602898787,                 0,                 0,                 0,     0.07784485301,    -0.01042014192,      0.6029024011,                 0,       56.73168922,    0.002447506314
          0,           0,         394,      -11.29831965,      -9.679972915,      -10.26658442,      -10.95344722,      -12.47300199,      -5.468758224,      -3.412597008,   9.949907493e-05,       6.460275463,                40,                40,                40,    0.001789260784,     0.01062689752,      0.6028926279,                 0,                 0,                 0,     0.07784407598,    -0.01042022538,      0.6028962354,                 0,       56.73270365,    0.002447506314
          0,           0,         395,      -11.29824385,      -9.679963904,      -10.26650739,      -10.95337611,      -12.47295098,      -5.468784605,      -3.412533625,   9.949907541e-05,       6.460275464,                40,                40,                40,    0.001789260784,     0.01062659925,      0.6028864675,                 0,                 0,                 0,     0.07784329893,    -0.01042030848,      0.6028900684,                 0,       56.73371636,    0.002447506314
          0,           0,         396,      -11.29816844,      -9.679954864,       -10.2664304,      -10.95330536,      -12.47290004,      -5.468810912,      -3.412470149,   9.949907589e-05,       6.460275465,                40,                40,                40,    0.001789260784,     0.01062630128,      0.6028803059,                 0,                 0,                 0,     0.07784252187,    -0.01042039122,         0.6028839,                 0,       56.73472735,    0.002447506314
          0,           0,         397,        -11.298093,      -9.679945794,      -10.26635343,      -10.95323455,      -12.47284919,      -5.468837145,       -3.41240658,   9.949907637e-05,       6.460275466,                40,                40,                40,    0.001789260784,     0.01062600362,      0.6028741428,                 0,                 0,                 0,     0.07784174479,    -0.01042047361,      0.6028777304,                 0,       56.73573663,    0.002447506314
          0,           0,         398,      -11.29801781,      -9.679936694,       -10.2662765,      -10.95316404,      -12.47279841,      -5.468863303,       -3.41234292,   9.949907685e-05,       6.460275468,                40,                40,                40,    0.001789260784,     0.01062570627,      0.6028679785,                 0,                 0,                 0,      0.0778409677,    -0.01042055565,      0.6028715594,                 0,       56.73674419,    0.002447506314
          0,           0,         399,      -11.29794251,      -9.679927565,       -10.2661996,      -10.95309342,      -12.47274771,      -5.468889385,      -3.412279134,   9.949907733e-05,       6.460275469,                40,                40,                40,    0.001789260784,     0.01062540923,      0.6028618128,                 0,                 0,                 0,      0.0778401906,    -0.01042063733,      0.6028653871,                 0,       56.73775005,    0.002447506314
          0,           0,         400,      -11.29786747,      -9.679918404,      -10.26612273,      -10.95302309,       -12.4726971,       -5.46891539,      -3.412215259,   9.949907781e-05,        6.46027547,                40,                40,                40,    0.001789260784,     0.01062511249,      0.6028556457,                 0,                 0,                 0,     0.07783941348,    -0.01042071866,      0.6028592135,                 0,        56.7387542,    0.002447506314
          0,           0,         401,      -11.29779246,      -9.679909208,      -10.26604588,      -10.95295279,      -12.47264659,      -5.468941319,      -3.412151304,   9.949907828e-05,       6.460275471,                40,                40,                40,    0.001789260784,     0.01062481606,      0.6028494774,                 0,                 0,                 0,     0.07783863634,    -0.01042079964,      0.6028530385,                 0,       56.73975664,    0.002447506314
          0,           0,         402,      -11.29771761,      -9.679899983,      -10.26596907,      -10.95288266,      -12.47259619,      -5.468967169,      -3.412087275,   9.949907876e-05,       6.460275473,                40,                40,                40,    0.001789260784,     0.01062451993,      0.6028433077,                 0,                 0,                 0,     0.07783785918,    -0.01042088027,      0.6028468622,                 0,       56.74075738,    0.002447506314
          0,           0,         403,      -11.29764289,      -9.679890728,      -10.26589229,      -10.95281266,      -12.47254596,      -5.468992941,      -3.412023163,   9.949907924e-05,       6.460275474,                40,                40,                40,    0.001789260784,     0.01062422411,      0.6028371367,                 0,                 0,                 0,     0.07783708201,    -0.01042096054,      0.6028406846,                 0,       56.74175641,    0.002447506314
          0,           0,         404,      -11.29756831,      -9.679881444,      -10.26581554,      -10.95274282,      -12.47249598,      -5.469018634,      -3.411958972,   9.949907972e-05,       6.460275475,                40,                40,                40,    0.001789260784,      0.0106239286,      0.6028309643,                 0,                 0,                 0,     0.07783630482,    -0.01042104046,      0.6028345057,                 0,       56.74275374,    0.002447506314
          0,           0,         405,      -11.29749382,       -9.67987213,      -10.26573883,      -10.95267309,      -12.47244659,      -5.469044247,      -3.411894702,    9.94990802e-05,       6.460275476,                40,                40,                40,    0.001789260784,      0.0106236334,      0.6028247906,                 0,                 0,                 0,     0.07783552761,    -0.01042112003,      0.6028283255,                 0,       56.74374935,    0.002447506314
          0,           0,         406,      -11.29741992,      -9.679862786,      -10.26566217,      -10.95260403,      -12.47240071,      -5.469069781,      -3.411830229,   9.949908068e-05,       6.460275477,                40,                40,                40,    0.001789260784,      0.0106233385,      0.6028186156,                 0,                 0,                 0,     0.07783475039,    -0.01042119924,      0.6028221439,                 0,       56.74474326,    0.002447506314
          0,           0,         407,      -11.29734954,      -9.679853399,      -10.26558561,      -10.95253926,      -12.47235687,      -5.469095241,      -3.411765536,   9.949908116e-05,       6.460275479,                40,                40,                40,    0.001789260784,      0.0106230439,      0.6028124392,                 0,                 0,                 0,     0.07783397315,     -0.0104212781,      0.6028159611,                 0,       56.74573547,    0.002447506314
          0,           0,         408,      -11.29727819,      -9.679843983,      -10.26550898,      -10.95247325,      -12.47230636,       -5.46912062,      -3.411700778,   9.949908164e-05,        6.46027548,                40,                40,                40,    0.001789260784,     0.01062274962,      0.6028062615,                 0,                 0,                 0,     0.07783319589,    -0.01042135661,      0.6028097769,                 0,       56.74672596,    0.002447506314
          0,           0,         409,      -11.29720379,      -9.679834539,      -10.26543239,       -10.9524035,      -12.47225422,      -5.469145917,       -3.41163595,   9.949908211e-05,       6.460275481,                40,                40,                40,    0.001789260784,     0.01062245564,      0.6028000825,                 0,                 0,                 0,     0.07783241862,    -0.01042143476,      0.6028035913,                 0,       56.74771474,    0.002447506314
          0,           0,         410,      -11.29712964,      -9.679825066,      -10.26535586,      -10.95233412,       -12.4721931,      -5.469171133,      -3.411571055,   9.949908259e-05,       6.460275482,                40,                40,                40,    0.001789260784,     0.01062216197,      0.6027939022,                 0,                 0,                 0,     0.07783164133,    -0.01042151256,      0.6027974045,                 0,        56.7487018,    0.002447506314
          0,           0,         411,      -11.29705626,      -9.679815563,      -10.26527938,      -10.95226565,      -12.47213807,      -5.469196269,      -3.411506138,   9.949908307e-05,       6.460275484,                40,                40,                40,    0.001789260784,     0.01062186861,      0.6027877205,                 0,                 0,                 0,     0.07783086403,    -0.01042159001,      0.6027912163,                 0,       56.74968715,    0.002447506314
