policy,geometry_index,attempts,seconds,accepted_template,accepted_quality,reached_preferred,succeeded,stopped_early
learned ranking + accept-first-valid (design only),24,1,24.904215992999525,24,0.22456372422482881,True,True,False
learned ranking + accept-first-valid (design only),25,1,19.75315886899989,94,0.2291825380068795,True,True,False
learned ranking + accept-first-valid (design only),26,1,20.062941195001258,42,0.2351639532620596,True,True,False
learned ranking + accept-first-valid (design only),27,2,24.75305385200045,65,0.15822957963273449,True,True,False
learned ranking + accept-first-valid (design only),28,1,17.353710277000573,16,0.22267317430552155,True,True,False
learned ranking + accept-first-valid (design only),29,1,18.613957180999932,29,0.20497485775217694,True,True,False
learned ranking + accept-first-valid (design only),30,1,23.925304599999436,81,0.22779845342141897,True,True,False
learned ranking + accept-first-valid (design only),31,1,20.132118894000087,42,0.23647458851221143,True,True,False
learned ranking + accept-first-valid (design only),32,1,25.51175981599954,70,0.20761238718027306,True,True,False
learned ranking + accept-first-valid (design only),33,1,25.45628573799877,70,0.20501075564931495,True,True,False
learned ranking + accept-first-valid (design only),34,1,19.69436743500046,85,0.20693503092107302,True,True,False
learned ranking + accept-first-valid (design only),35,1,20.20479191099912,43,0.18672539850432288,True,True,False
learned ranking + accept-first-valid (design only),36,3,22.80600176000189,95,0.20972515600022185,True,True,False
learned ranking + accept-first-valid (design only),37,3,39.164491178999015,68,0.2366829595275011,True,True,False
learned ranking + accept-first-valid (design only),38,1,19.721417352999197,90,0.23528866626337888,True,True,False
learned ranking + accept-first-valid (design only),39,1,20.4800363939994,43,0.2238290357872832,True,True,False
learned ranking + accept-first-valid (design only),40,2,22.5431663950003,95,0.20562477882219815,True,True,False
