"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          24,       -5.75230375,      -2.814160732,      -3.183328676,      -3.110814229,     -0.3079180663,      -9.030056931,       163.7012615,      0.2055502582,    -0.08658595291,     0.03246843356,    -0.03991182055,    0.004810935249,    -0.08558259766,      0.2055502582,     0.03246843356,    -0.08658595291,     -0.4212398159,   0.0002484696016
          0,           0,          25,      -5.772863465,      -2.833732888,      -3.185791408,      -3.116672342,     -0.3293637194,      -9.028912977,       163.7012615,      0.2047111614,    -0.09395808632,     0.03057441379,     -0.0458916548,    0.005705432538,    -0.08386516626,      0.2047111614,     0.03057441379,    -0.09395808632,     -0.4589788152,   0.0002506601376
          0,           0,          26,      -5.797315975,      -2.857796001,      -3.202254263,      -3.136259492,     -0.3540643519,      -9.024711374,       163.7012615,      0.2011259918,     -0.1091083935,     0.03017836524,    -0.05620947982,     0.00712786745,    -0.08158653319,      0.2011259918,     0.03017836524,     -0.1091083935,     -0.5424877837,   0.0002504525712
          0,           0,          27,      -5.866427148,      -2.886319946,      -3.255222784,      -3.173865083,     -0.4234424028,      -9.022037946,       163.7012615,      0.1982058238,     -0.1101593771,     0.03000184758,    -0.05689223413,    0.007170594262,    -0.08038331795,      0.1982058238,     0.03000184758,     -0.1101593771,     -0.5557827464,   0.0002507291628
          0,           0,          28,      -5.867486001,      -2.900500482,      -3.256519917,       -3.18102252,     -0.4258150834,      -9.018236086,       163.7012615,      0.1944229462,     -0.1126418929,      0.0301270104,    -0.05844654623,    0.007339792543,    -0.07883352992,      0.1944229462,      0.0301270104,     -0.1126418929,     -0.5793652194,   0.0002521376453
          0,           0,          29,      -5.869197816,      -2.917916656,      -3.270386478,       -3.19408187,     -0.4270741782,      -9.011782813,       163.7012615,      0.1891736826,     -0.1174059451,     0.03076688901,    -0.06103436961,    0.007559560267,    -0.07693303861,      0.1891736826,     0.03076688901,     -0.1174059451,     -0.6206251495,   0.0002538237204
          0,           0,          30,      -5.881306306,       -2.93786643,       -3.30720737,      -3.211207405,     -0.4371719884,      -9.000461464,       163.7012615,       0.181775728,     -0.1233544262,     0.03203744591,    -0.06324664707,    0.007396106799,    -0.07463076961,       0.181775728,     0.03203744591,     -0.1233544262,     -0.6786077961,   0.0002559089543
          0,           0,          31,      -5.922233473,      -2.957234102,      -3.368044375,      -3.224142379,     -0.4760935035,      -8.978876923,       163.7012615,       0.173838429,     -0.1249079575,     0.03258863199,    -0.06274113339,    0.006618011069,    -0.07182326216,       0.173838429,     0.03258863199,     -0.1249079575,     -0.7185290285,   0.0002606752905
          0,           0,          32,      -6.037988794,      -2.970824539,      -3.405979991,      -3.216789785,     -0.5893329561,       -8.95688963,       163.7012615,        0.17093378,     -0.1248276089,     0.03241824372,    -0.06262024844,    0.006522339686,    -0.07064873502,        0.17093378,     0.03241824372,     -0.1248276089,     -0.7302688144,   0.0002616264843
          0,           0,          33,      -6.069389907,      -2.983046508,      -3.409291695,      -3.219868168,     -0.6251318862,      -8.948406723,       163.7012615,      0.1673070205,     -0.1246797641,     0.03237156271,    -0.06235945374,    0.006331744752,    -0.06917227024,      0.1673070205,     0.03237156271,     -0.1246797641,     -0.7452153751,   0.0002648750308
          0,           0,          34,      -6.105986244,      -2.995428066,      -3.414046935,      -3.220216929,     -0.6601728343,      -8.934324331,       163.7012615,      0.1634106351,     -0.1257229553,     0.03211978224,    -0.06287763752,    0.006112242771,    -0.06746831579,      0.1634106351,     0.03211978224,     -0.1257229553,     -0.7693682557,   0.0002713354054
          0,           0,          35,      -6.150245592,      -3.004012906,      -3.404537145,      -3.213621763,     -0.7005319219,      -8.911504495,       163.7012615,      0.1588288385,     -0.1281091454,     0.03191376797,     -0.0643990046,    0.006003614829,    -0.06541857381,      0.1588288385,     0.03191376797,     -0.1281091454,     -0.8065861756,   0.0002817986575
          0,           0,          36,      -6.224487644,      -3.009260878,       -3.39659469,      -3.202255138,     -0.7737634407,      -8.889342311,       163.7012615,      0.1567626993,     -0.1282842605,       0.031769288,    -0.06451503997,    0.005973061016,    -0.06456382858,      0.1567626993,       0.031769288,     -0.1282842605,     -0.8183340877,   0.0002841321413
          0,           0,          37,      -6.227927572,      -3.018446003,      -3.399651964,      -3.207043904,     -0.7887702694,      -8.882308257,       163.7012615,      0.1540812357,     -0.1286543574,     0.03174998343,    -0.06475452289,    0.005929406329,    -0.06343900309,      0.1540812357,     0.03174998343,     -0.1286543574,     -0.8349774506,   0.0002895765911
          0,           0,          38,      -6.230871272,      -3.028069445,      -3.409487837,      -3.211456692,     -0.7908204522,      -8.870572211,       163.7012615,      0.1508235404,     -0.1300632403,     0.03176984164,    -0.06558322908,    0.005866075738,      -0.062070666,      0.1508235404,     0.03176984164,     -0.1300632403,     -0.8623537149,   0.0002999043252
          0,           0,          39,      -6.248097844,      -3.034294623,      -3.419378692,      -3.210615276,     -0.8008819893,      -8.851594182,       163.7012615,       0.146748311,      -0.132577232,     0.03195799407,    -0.06688288897,    0.005786590071,    -0.06042984631,       0.146748311,     0.03195799407,      -0.132577232,     -0.9034327621,   0.0003177506632
          0,           0,          40,      -6.291393203,      -3.035825472,      -3.421031614,      -3.200917004,      -0.840698225,      -8.833262223,       163.7012615,      0.1451979665,      -0.132761135,     0.03186419586,    -0.06697774627,    0.005760609699,    -0.05979851268,      0.1451979665,     0.03186419586,      -0.132761135,     -0.9143456912,   0.0003223043365
          0,           0,          41,      -6.290987984,      -3.041961669,      -3.424115257,      -3.203712633,     -0.8544246336,      -8.827702031,       163.7012615,      0.1430735808,      -0.133134539,     0.03190065732,    -0.06714992911,    0.005720484066,    -0.05893586512,      0.1430735808,     0.03190065732,      -0.133134539,     -0.9305319564,   0.0003307216953
          0,           0,          42,      -6.304059592,      -3.047952562,      -3.429842456,      -3.205605294,     -0.8681093611,      -8.818328086,       163.7012615,       0.140359222,     -0.1340092738,     0.03199109875,    -0.06754213626,    0.005634457744,    -0.05783499711,       0.140359222,     0.03199109875,     -0.1340092738,     -0.9547593094,    0.000345482189
          0,           0,          43,      -6.338715688,      -3.049815653,      -3.428883675,       -3.20088539,      -0.891816842,      -8.802859346,       163.7012615,      0.1370123104,     -0.1353741609,     0.03211154602,     -0.0681196965,    0.005496126063,    -0.05648026363,      0.1370123104,     0.03211154602,     -0.1353741609,     -0.9880437786,   0.0003697999036
          0,           0,          44,       -6.39995013,      -3.046556017,      -3.413060456,      -3.187278673,     -0.9447140865,      -8.778483364,       163.7012615,      0.1329881808,     -0.1364299227,     0.03221461608,    -0.06857612417,    0.005247354324,    -0.05483578648,      0.1329881808,     0.03221461608,     -0.1364299227,      -1.025880059,   0.0004093525879
          0,           0,          45,      -6.503040857,      -3.040913445,      -3.394120843,      -3.166764366,      -1.042616137,      -8.752256009,       163.7012615,      0.1314041817,     -0.1364655908,     0.03211985862,    -0.06858996795,    0.005211372744,    -0.05418227589,      0.1314041817,     0.03211985862,     -0.1364655908,      -1.038517869,   0.0004201909757
          0,           0,          46,      -6.495246684,      -3.047419918,      -3.404023143,      -3.170585414,      -1.081354779,      -8.745090198,       163.7012615,      0.1293383003,     -0.1366778747,     0.03213968195,    -0.06868986565,    0.005139447363,    -0.05331801605,      0.1293383003,     0.03213968195,     -0.1366778747,      -1.056747108,   0.0004391206621
          0,           0,          47,      -6.510366046,      -3.051091805,      -3.414875839,      -3.172210453,      -1.079261569,      -8.733149509,       163.7012615,      0.1268472938,     -0.1377433477,     0.03217861282,    -0.06923455301,    0.005061525415,    -0.05226140522,      0.1268472938,     0.03217861282,     -0.1377433477,      -1.085898985,   0.0004698973398
          0,           0,          48,      -6.551841749,      -3.048992526,      -3.412901927,      -3.166457649,      -1.087123579,      -8.713911165,       163.7012615,      0.1237328795,     -0.1394534216,     0.03225745838,    -0.07006423737,     0.00496751279,    -0.05097303743,      0.1237328795,     0.03225745838,     -0.1394534216,      -1.127052261,   0.0005173769974
          0,           0,          49,      -6.590142788,      -3.043370098,      -3.396896768,      -3.150774337,      -1.112398375,      -8.693866274,       163.7012615,      0.1225434742,     -0.1395627793,     0.03218144043,    -0.07011747762,    0.004946693045,    -0.05048259186,      0.1225434742,     0.03218144043,     -0.1395627793,      -1.138883814,   0.0005295859904
          0,           0,          50,      -6.563152942,      -3.047819997,      -3.403239128,      -3.153049173,      -1.150390929,      -8.688334272,       163.7012615,      0.1209186574,     -0.1398297054,     0.03220255713,    -0.07024326862,     0.00490872833,    -0.04980761928,      0.1209186574,     0.03220255713,     -0.1398297054,       -1.15639479,   0.0005498710506
          0,           0,          51,       -6.58822126,      -3.050014805,      -3.409725597,      -3.153810418,      -1.164872723,      -8.678986792,       163.7012615,      0.1188459135,     -0.1405594414,      0.0322551555,    -0.07060243858,    0.004847236113,    -0.04894044325,      0.1188459135,      0.0322551555,     -0.1405594414,      -1.182703193,   0.0005816856474
          0,           0,          52,      -6.669089584,      -3.047019211,      -3.402770036,      -3.148333943,      -1.193568256,      -8.663746404,       163.7012615,      0.1162291314,     -0.1417132365,     0.03232217723,    -0.07113956893,    0.004744799698,    -0.04786409374,      0.1162291314,     0.03232217723,     -0.1417132365,      -1.219257468,   0.0006275977011
          0,           0,          53,      -6.744366587,      -3.040653949,      -3.382121527,      -3.134231708,      -1.237427322,      -8.648478782,       163.7012615,      0.1153277241,     -0.1417949331,     0.03225974142,    -0.07117918489,    0.004726501624,     -0.0474923965,      0.1153277241,     0.03225974142,     -0.1417949331,      -1.229495633,    0.000638331498
          0,           0,          54,      -6.710895855,      -3.043659986,      -3.385429266,      -3.135529077,      -1.329203252,      -8.644164979,       163.7012615,      0.1140464711,     -0.1419666644,     0.03227115909,    -0.07125667137,    0.004692461907,    -0.04696232793,      0.1140464711,     0.03227115909,     -0.1419666644,      -1.244814179,   0.0006557406347
          0,           0,          55,      -6.711796072,      -3.045278296,      -3.390161664,      -3.136390004,      -1.324181858,      -8.636797063,       163.7012615,      0.1123414659,     -0.1423888492,     0.03230819009,    -0.07146127117,    0.004631519365,    -0.04625159657,      0.1123414659,     0.03230819009,     -0.1423888492,      -1.267464761,   0.0006828858297
          0,           0,          56,      -6.789796528,      -3.042782243,      -3.386141615,      -3.132688275,      -1.310127051,      -8.624649521,       163.7012615,      0.1101679961,     -0.1431868542,     0.03234575292,    -0.07183615314,    0.004538964319,    -0.04535224395,      0.1101679961,     0.03234575292,     -0.1431868542,      -1.299713703,   0.0007225095071
          0,           0,          57,      -6.802245493,       -3.03728396,      -3.372046047,      -3.121846431,       -1.28104111,      -8.612955934,       163.7012615,      0.1094859744,     -0.1432512188,     0.03229426266,    -0.07186852713,    0.004524368893,     -0.0450702977,      0.1094859744,     0.03229426266,     -0.1432512188,      -1.308397898,   0.0007313877684
          0,           0,          58,      -6.754839601,      -3.039477535,      -3.374287909,      -3.122676626,      -1.372448658,      -8.609564619,       163.7012615,      0.1084845021,     -0.1433828089,     0.03229607474,    -0.07192947245,    0.004497637645,    -0.04465561896,      0.1084845021,     0.03229607474,     -0.1433828089,       -1.32168933,   0.0007459938721
          0,           0,          59,      -6.722426629,      -3.040907316,      -3.378573587,      -3.123630149,      -1.345773479,       -8.60370964,       163.7012615,      0.1070951605,     -0.1436750722,      0.0323212108,    -0.07207088532,    0.004449485856,    -0.04407739684,      0.1070951605,      0.0323212108,     -0.1436750722,      -1.341564563,   0.0007695518613
          0,           0,          60,      -6.780400788,      -3.039097732,      -3.377291712,      -3.121141522,      -1.313799974,      -8.593928423,       163.7012615,      0.1052792281,      -0.144286036,     0.03234647726,    -0.07236150862,    0.004375585309,    -0.04332477249,      0.1052792281,     0.03234647726,      -0.144286036,      -1.370508111,   0.0008059211129
          0,           0,          61,      -6.798515612,      -3.034419589,      -3.366802177,      -3.112565695,      -1.276623324,      -8.578369616,       163.7012615,      0.1029433059,     -0.1451314763,       0.032379582,    -0.07271993604,    0.004235813189,    -0.04237032919,      0.1029433059,       0.032379582,     -0.1451314763,      -1.409819463,    0.000859897631
          0,           0,          62,      -6.820745753,      -3.028570414,      -3.348808633,      -3.096808171,      -1.294256128,      -8.561926388,       163.7012615,      0.1021706119,     -0.1451798566,     0.03232571149,      -0.072740275,    0.004217407349,    -0.04205004341,      0.1021706119,     0.03232571149,     -0.1451798566,      -1.420955145,   0.0008733975153
          0,           0,          63,      -6.733832682,      -3.031688336,      -3.356317203,      -3.098310444,      -1.384935656,      -8.557411961,       163.7012615,      0.1010708706,     -0.1453015394,     0.03233922865,    -0.07279289671,    0.004179727186,    -0.04159178406,      0.1010708706,     0.03233922865,     -0.1453015394,      -1.437620342,   0.0008954168035
          0,           0,          64,      -6.746084826,      -3.032614386,      -3.363493693,      -3.099531444,       -1.36048626,      -8.549825278,       163.7012615,     0.09962160605,     -0.1457314736,       0.032372919,     -0.0730072778,     0.00412706248,    -0.04098267351,     0.09962160605,       0.032372919,     -0.1457314736,      -1.462850072,   0.0009290516988
          0,           0,          65,      -6.905938795,       -3.02960319,      -3.357205289,      -3.095938037,      -1.385065111,      -8.537517681,       163.7012615,     0.09774929331,     -0.1465606621,     0.03241334703,    -0.07339110759,    0.004048819057,    -0.04020631082,     0.09774929331,     0.03241334703,     -0.1465606621,      -1.499352651,   0.0009758620462
          0,           0,          66,      -6.939890207,      -3.024543602,      -3.340960686,        -3.0838164,      -1.361964884,      -8.525037301,       163.7012615,      0.0971613568,     -0.1466188033,       0.032369472,    -0.07341890727,    0.004036850478,     -0.0399620037,      0.0971613568,       0.032369472,     -0.1466188033,      -1.509023836,   0.0009864902989
          0,           0,          67,      -6.827843398,      -3.027008317,      -3.345575982,      -3.084666946,      -1.508104721,      -8.521508211,       163.7012615,     0.09629964254,     -0.1467472343,     0.03237794318,    -0.07347749501,    0.004013603957,    -0.03960324119,     0.09629964254,     0.03237794318,     -0.1467472343,      -1.523860633,     0.00100367948
          0,           0,          68,      -6.797959321,      -3.028120583,       -3.35142732,      -3.085559144,      -1.441898026,      -8.515478397,       163.7012615,     0.09510840856,      -0.147069856,     0.03240793118,    -0.07363304799,    0.003973107625,    -0.03910591897,     0.09510840856,     0.03240793118,      -0.147069856,      -1.546339154,    0.001030189933
          0,           0,          69,      -6.929078896,      -3.026030337,      -3.347601812,      -3.083042241,      -1.415004633,      -8.505542086,       163.7012615,     0.09352096999,     -0.1476522992,     0.03244604278,    -0.07389823473,    0.003902603813,    -0.03845033952,     0.09352096999,     0.03244604278,     -0.1476522992,      -1.578814882,    0.001068000098
          0,           0,          70,      -6.944683828,      -3.021941127,      -3.334096565,      -3.073556487,      -1.361247317,      -8.495972286,       163.7012615,     0.09306827038,     -0.1476961313,     0.03241062027,    -0.07391941098,    0.003892546886,    -0.03826225594,     0.09306827038,     0.03241062027,     -0.1476961313,      -1.586965469,    0.001076161466
          0,           0,          71,      -6.863771625,       -3.02391582,      -3.336914546,      -3.074025717,      -1.522021701,      -8.493172573,       163.7012615,     0.09238305293,     -0.1477873887,     0.03241443578,    -0.07396027843,    0.003873025302,    -0.03797783876,     0.09238305293,     0.03241443578,     -0.1477873887,      -1.599724019,    0.001089534025
          0,           0,          72,       -6.81056883,      -3.025164466,      -3.341572694,      -3.074791129,      -1.467853214,      -8.488319674,       163.7012615,     0.09139591313,     -0.1479879858,     0.03243990177,    -0.07405239765,    0.003836997407,    -0.03756819455,     0.09139591313,     0.03243990177,     -0.1479879858,      -1.619196973,    0.001110762831
          0,           0,          73,      -6.926691848,      -3.023889608,      -3.339529867,      -3.073142221,      -1.433774272,      -8.480212786,       163.7012615,     0.09005272581,     -0.1483767485,     0.03247097975,    -0.07422580131,     0.00377657655,    -0.03701394163,     0.09005272581,     0.03247097975,     -0.1483767485,      -1.647665267,    0.001142588404
          0,           0,          74,      -6.967458548,      -3.020684935,      -3.328702041,      -3.065816305,      -1.374959231,      -8.467278358,       163.7012615,     0.08827508079,     -0.1488348291,     0.03250444732,    -0.07439881322,    0.003659035657,     -0.0362896284,     0.08827508079,     0.03250444732,     -0.1488348291,      -1.686034471,    0.001188891554
          0,           0,          75,       -6.93784816,      -3.017005806,      -3.312444802,      -3.051264476,      -1.365333226,      -8.453805559,       163.7012615,     0.08774102919,     -0.1488573105,     0.03246467895,    -0.07440697178,    0.003645491842,    -0.03606724265,     0.08774102919,     0.03246467895,     -0.1488573105,      -1.696553048,    0.001200614039
          0,           0,          76,       -6.77220426,      -3.020014078,      -3.320694541,      -3.052409554,      -1.440289839,      -8.450006703,       163.7012615,     0.08695957762,     -0.1489290959,     0.03247588581,    -0.07443583598,    0.003618351131,    -0.03574125882,     0.08695957762,     0.03247588581,     -0.1489290959,      -1.712624416,    0.001220320684
          0,           0,          77,      -6.757450137,       -3.02128802,      -3.327746716,      -3.054113269,      -1.375185094,      -8.443617826,       163.7012615,     0.08589494093,     -0.1492368945,      0.0325041356,     -0.0745849238,    0.003585394343,    -0.03529354759,     0.08589494093,      0.0325041356,     -0.1492368945,      -1.737435207,    0.001252154623
          0,           0,          78,      -6.959021773,      -3.019581846,      -3.321037186,       -3.05190325,      -1.429160923,         -8.433288,       163.7012615,     0.08446838895,     -0.1497666759,     0.03253316805,    -0.07483284229,    0.003529659569,    -0.03470236913,     0.08446838895,     0.03253316805,     -0.1497666759,      -1.773049987,     0.00130034903
          0,           0,          79,       -6.97401263,      -3.016529384,      -3.306739957,      -3.040846288,       -1.38639289,      -8.423041822,       163.7012615,     0.08405855146,     -0.1498016035,     0.03250018716,    -0.07484995097,    0.003521454737,    -0.03453122706,     0.08405855146,     0.03250018716,     -0.1498016035,      -1.782110219,    0.001311586824
          0,           0,          80,      -6.837366374,      -3.019030984,      -3.312119417,      -3.041434416,      -1.522758351,      -8.420053991,       163.7012615,     0.08344251347,     -0.1498830433,     0.03250561723,    -0.07488848528,    0.003505350808,    -0.03427425514,     0.08344251347,     0.03250561723,     -0.1498830433,      -1.796243151,    0.001330050926
          0,           0,          81,      -6.792068258,      -3.020518959,      -3.318248267,      -3.042519007,       -1.43471854,      -8.414941269,       163.7012615,     0.08256277045,      -0.150118361,     0.03252769962,    -0.07500172745,    0.003480222565,    -0.03390691817,     0.08256277045,     0.03252769962,      -0.150118361,      -1.818233087,    0.001358850034
          0,           0,          82,      -6.956494221,      -3.019556791,      -3.314113502,      -3.041097061,      -1.447532796,      -8.406551224,       163.7012615,     0.08134852922,      -0.150511537,     0.03255431069,    -0.07518131944,    0.003433060304,    -0.03340587588,     0.08134852922,     0.03255431069,      -0.150511537,      -1.850206002,    0.001399870135
          0,           0,          83,      -6.982628973,      -3.017188974,      -3.302032809,      -3.032592366,      -1.390800685,      -8.398676856,       163.7012615,     0.08103004882,     -0.1505396728,     0.03252763766,    -0.07519495995,    0.003426314896,    -0.03327295576,     0.08103004882,     0.03252763766,     -0.1505396728,      -1.857825276,    0.001408427309
          0,           0,          84,      -6.887388811,      -3.019288931,      -3.305498026,      -3.032893908,      -1.562633779,       -8.39629575,       163.7012615,      0.0805369372,     -0.1505985512,     0.03252948291,    -0.07522182911,    0.003412856405,    -0.03306788097,      0.0805369372,     0.03252948291,     -0.1505985512,      -1.869931443,      0.0014224224
          0,           0,          85,      -6.816564155,        -3.0209158,      -3.310588958,       -3.03369209,      -1.478327872,      -8.392157087,       163.7012615,     0.07980429986,     -0.1507435731,     0.03254760958,    -0.07528823623,    0.003388594083,    -0.03276369318,     0.07980429986,     0.03254760958,     -0.1507435731,      -1.888915427,    0.001444366335
