"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,      -3.857900774,      -10.34693134,      -10.03311721,      -10.32813379,       1.589414236,      -6.871226912,       163.7012615,       2.787362016,       1.379171037,     -0.8637421999,     0.05924346455,    -0.09943615248,     -0.7119471884,       2.684366034,     -0.8637421999,       1.570247991,      0.4947943714,   0.0001323188064
          0,           0,           1,      -4.172272143,      -1.863105511,      -2.390097327,      -1.747506915,        1.27619266,      -7.062611174,       163.7012615,       3.277331594,       1.650892513,      -1.021227375,     0.06046881048,     -0.1230042484,     -0.8180032573,       3.154187738,      -1.021227375,       1.875486117,      0.5037306924,   0.0001344123108
          0,           0,           2,      -4.373906818,      -1.945715387,      -2.489386821,      -1.842990315,       1.076661343,       -7.37397739,       163.7012615,       2.890231333,       1.446173523,     -0.8629487006,     0.05415786962,     -0.1077635649,     -0.7247089544,        2.78231091,     -0.8629487006,       1.644263063,       0.500366011,   0.0004753796888
          0,           0,           3,      -4.492256766,      -2.059509189,      -2.713440675,      -2.071346695,      0.9592233648,      -7.693799608,       163.7012615,       2.345028093,       1.239449848,     -0.6652413203,     0.05943152326,    -0.08999166027,     -0.5854250438,       2.252856072,     -0.6652413203,       1.400011502,      0.5285437099,   0.0004688304011
          0,           0,           4,      -4.661413101,      -2.085772309,      -2.588869893,      -2.068872202,      0.7911654414,      -8.041435237,       163.7012615,       1.441770459,      0.9887998718,      -0.325925775,      0.1088808758,    -0.05193168174,     -0.3635198922,       1.369283186,      -0.325925775,       1.086964028,      0.6858233681,   0.0004284812117
          0,           0,           5,      -4.915999344,      -2.062011865,      -2.463935115,      -2.079247366,       0.535115635,      -8.273034122,       163.7012615,       1.353387205,      0.9632396042,     -0.2986848454,      0.1118984637,    -0.04868315018,     -0.3402853293,       1.282898223,     -0.2986848454,        1.05530072,      0.7117250708,   0.0003690644372
          0,           0,           6,         -4.945344,      -2.069865633,       -2.45429096,      -2.089000917,      0.5006920991,      -8.305653824,       163.7012615,       1.163267041,      0.9099202566,     -0.2332122783,        0.12179425,    -0.04024196678,     -0.2926256782,       1.096960552,     -0.2332122783,      0.9888491434,       0.782210984,   0.0003441546135
          0,           0,           7,      -4.925832604,      -2.084058175,        -2.4515947,      -2.117516393,      0.5179334776,      -8.367686419,       163.7012615,      0.7470824711,      0.7453767573,    -0.08269647535,      0.1421492848,    -0.01506000919,     -0.1965056173,      0.6932677616,    -0.08269647535,      0.7956748957,      0.9977168332,   0.0003212157849
          0,           0,           8,      -4.851319238,      -2.144031276,      -2.523288023,      -2.232327537,      0.5938596858,      -8.437395165,       163.7012615,      0.1441012901,      0.2913000128,      0.1373409726,      0.1354149338,     0.03596297317,    -0.07633519627,       0.123430205,      0.1373409726,      0.3006424185,       2.021494829,   0.0001945115388
          0,           0,           9,      -4.844065372,      -2.292197079,      -2.717286107,      -2.521974752,      0.6023116345,       -8.53793495,       163.7012615,    -0.03299439614,     -0.2101421198,      0.1857416674,     0.04355954414,     0.06221419568,    -0.06109038975,    -0.01825525019,      0.1857416674,     -0.2119317969,       6.369024574,   0.0001766993034
          0,           0,          10,      -5.101366084,       -2.33024555,      -2.733088845,      -2.493027068,      0.3444952317,      -8.678769736,       163.7012615,    -0.03638343625,     -0.2349816848,      0.1814810701,     0.03618999876,     0.06238289962,    -0.06011746367,     -0.0199033143,      0.1814810701,     -0.2369472614,       6.458479711,   0.0001774890693
          0,           0,          11,      -5.141170594,      -2.339391217,      -2.725268621,      -2.473734549,      0.3041587403,      -8.694529705,       163.7012615,    -0.01288146884,     -0.2915721654,      0.1655162679,     0.01594458495,     0.06100653404,    -0.06709574869,    0.007488955875,      0.1655162679,     -0.2917604761,       22.63500918,   0.0001792350184
          0,           0,          12,      -5.177635887,      -2.355036358,      -2.734767684,       -2.47050659,      0.2673205458,      -8.720810701,       163.7012615,      0.1235401707,     -0.2983814919,      0.1025407044,     -0.0164382579,     0.04763082842,    -0.09674949639,      0.1440532737,      0.1025407044,     -0.2890369229,      -2.415258861,   0.0001947230408
          0,           0,          13,      -5.170267567,      -2.412994069,      -2.844714496,      -2.571462187,      0.2752125723,      -8.775301568,       163.7012615,      0.3255781646,    -0.08812181988,     0.01238192897,    -0.01242581231,     0.02164076569,     -0.1287111875,      0.3309321399,     0.01238192897,    -0.06519597487,     -0.2706625612,   0.0002963687659
          0,           0,          14,      -5.247488922,      -2.507810496,       -2.92076615,      -2.821382906,      0.1983503744,      -8.845081141,       163.7012615,      0.3310139123,    -0.07082739595,    0.006680154004,    -0.01118817759,     0.01985012729,     -0.1278015012,      0.3351482484,    0.006680154004,    -0.04756450069,     -0.2139710548,   0.0002941636339
          0,           0,          15,      -5.255867886,      -2.529065041,      -2.897066203,      -2.817734067,      0.1894125562,      -8.854663236,       163.7012615,      0.3518711244,    -0.02220747124,   -0.005697504351,   -0.006193509917,     0.01553580284,     -0.1283954899,      0.3525630989,   -0.005697504351,    0.002391913901,    -0.06311251391,   0.0002735831749
          0,           0,          16,      -5.277663937,      -2.547292208,      -2.857529822,      -2.805497767,      0.1669824779,      -8.872972797,       163.7012615,      0.3714962356,     0.08244180955,    -0.01796922041,     0.01248536926,    0.009465521367,     -0.1257442844,      0.3648404395,    -0.01796922041,      0.1081552528,      0.2219182905,   0.0002652652728
          0,           0,          17,       -5.32348153,      -2.564403291,      -2.825842135,      -2.786937264,       0.120377425,      -8.901078934,       163.7012615,      0.3309250262,      0.1886224945,   -0.004029001999,     0.04686814387,    0.008863310185,     -0.1109706698,      0.3169612694,   -0.004029001999,      0.2112471825,      0.5699855845,   0.0002412441579
          0,           0,          18,      -5.393423266,      -2.605878881,      -2.879482724,      -2.835101376,     0.05037629393,      -8.939673202,       163.7012615,      0.2497407698,      0.1480501041,     0.02816362278,     0.05571511118,     0.01699257325,    -0.09472801603,      0.2388049606,     0.02816362278,      0.1651104969,      0.5928151186,   0.0002142183643
          0,           0,          19,       -5.53392926,      -2.683372274,       -3.07151943,       -3.01299903,    -0.08848917571,      -8.998160244,       163.7012615,      0.2390723403,      0.1415832009,     0.02993241813,      0.0552354838,     0.01754631116,    -0.09169769945,      0.2286136273,     0.02993241813,      0.1579151548,       0.592219078,   0.0002111660352
          0,           0,          20,      -5.544017073,      -2.705294227,      -3.075081501,        -3.0251163,    -0.09832711293,      -9.002247971,       163.7012615,      0.2217714321,      0.1219133765,     0.03473019235,     0.05319411031,     0.01906247235,    -0.08782065788,      0.2127269608,     0.03473019235,      0.1370863947,      0.5497253426,   0.0002132792801
          0,           0,          21,      -5.557828192,      -2.733334969,      -3.097022423,      -3.043350367,     -0.1113664147,      -9.010294318,       163.7012615,       0.206540515,     0.07935746615,     0.03833813631,     0.04449402997,     0.02103688752,     -0.0851669903,      0.2005016957,     0.03833813631,     0.09357169336,       0.384222273,   0.0002171094988
          0,           0,          22,      -5.597657403,      -2.768383032,      -3.141031526,      -3.074913089,     -0.1508208598,      -9.025247148,       163.7012615,      0.2066415942,     0.05226060355,     0.03398110707,     0.03366899077,     0.02091753032,    -0.08417696187,      0.2024927102,     0.03398110707,     0.06654788828,      0.2529045702,   0.0002229191675
          0,           0,          23,      -5.718465087,      -2.802885371,      -3.184183439,      -3.112824624,     -0.2722924209,      -9.042138495,       163.7012615,      0.2034007872,      0.0516316002,     0.03322592774,     0.03300684709,     0.02076068659,    -0.08266749135,      0.1993036747,     0.03322592774,     0.06569434989,      0.2538416931,   0.0002245403421
          0,           0,          24,      -5.742102603,      -2.819381464,      -3.176525162,      -3.110570286,     -0.2973932722,      -9.041756598,       163.7012615,      0.2008741525,     0.05104848177,     0.03186804257,      0.0316492243,     0.02036607055,    -0.08105376209,       0.196823871,     0.03186804257,     0.06493640277,      0.2541316598,   0.0002258224191
          0,           0,          25,      -5.762336579,      -2.839639009,      -3.179681638,      -3.116868617,     -0.3184946588,      -9.042368539,       163.7012615,      0.2002915816,     0.05851864376,     0.02909361726,     0.03101431844,     0.01921403808,     -0.0793288275,      0.1957216271,     0.02909361726,     0.07234772974,      0.2921672658,   0.0002270915692
          0,           0,          26,      -5.786400428,      -2.865403512,      -3.197476853,      -3.139575794,     -0.3429712195,      -9.041242843,       163.7012615,      0.1974327072,     0.07992184766,     0.02709426336,     0.03453387384,     0.01768912524,     -0.0766834163,      0.1913767048,     0.02709426336,     0.09349937151,      0.4048055096,    0.000223872351
          0,           0,          27,      -5.856125522,      -2.896993558,      -3.251837671,      -3.184446229,     -0.4131809832,      -9.041227235,       163.7012615,      0.1945675107,     0.08150845785,      0.0268087133,     0.03478735738,     0.01754883971,    -0.07545284684,      0.1884078114,      0.0268087133,     0.09488225079,      0.4189212144,   0.0002233422774
          0,           0,          28,      -5.857451386,      -2.911983124,      -3.252799232,      -3.192224535,     -0.4156485196,      -9.038326264,       163.7012615,       0.190941821,     0.08547410252,     0.02667037806,     0.03560001607,     0.01728413683,    -0.07384000355,      0.1845143243,     0.02667037806,     0.09858532002,      0.4476447437,   0.0002239976124
          0,           0,          29,      -5.859529557,       -2.93072141,       -3.26622867,      -3.206303728,     -0.4172864407,      -9.033525728,       163.7012615,      0.1859306383,     0.09214027817,     0.02689456492,     0.03742954965,     0.01698836572,    -0.07179715608,      0.1790503398,     0.02689456492,      0.1048856948,       0.495562641,   0.0002241055025
          0,           0,          30,      -5.872147526,      -2.953056695,      -3.303309215,      -3.225789437,     -0.4280954791,      -9.024789927,       163.7012615,       0.178550977,     0.09687387296,     0.02793640743,     0.03988332007,     0.01706200704,    -0.06931106454,       0.171358456,     0.02793640743,      0.1090929796,      0.5425558269,   0.0002232833296
          0,           0,          31,      -5.914878376,      -2.975768291,      -3.366201617,      -3.243605833,     -0.4689402235,      -9.006586815,       163.7012615,      0.1704480193,     0.09418626924,     0.02872479922,     0.04057277072,     0.01756559784,    -0.06660453692,      0.1634627145,     0.02872479922,       0.105846689,      0.5525806026,   0.0002223791623
          0,           0,          32,      -6.033683683,      -2.993016212,      -3.408955601,      -3.242092079,     -0.5852926457,      -8.987620263,       163.7012615,       0.167545127,     0.09389618424,     0.02857273766,     0.04049490066,     0.01754951252,    -0.06545406274,      0.1605871288,     0.02857273766,      0.1053548151,      0.5604232478,   0.0002205513928
          0,           0,          33,       -6.06563025,      -3.006536148,      -3.411034286,      -3.245272184,     -0.6209641538,      -8.980070942,       163.7012615,      0.1639176684,     0.09281651792,     0.02857388938,     0.04022978634,     0.01758369852,    -0.06405030777,      0.1570438202,     0.02857388938,      0.1040247401,      0.5662386417,   0.0002204418649
          0,           0,          34,      -6.102539151,      -3.021034597,      -3.414588544,      -3.245149476,     -0.6564024698,        -8.9673387,       163.7012615,      0.1599777602,     0.09155789437,     0.02831812291,     0.03966272446,     0.01763531342,    -0.06244132886,      0.1532013065,     0.02831812291,      0.1024943484,      0.5723163913,   0.0002222331784
          0,           0,          35,      -6.146370576,       -3.03260881,      -3.405448919,      -3.239740615,     -0.6970171676,      -8.946136893,       163.7012615,      0.1555063171,     0.09330330481,     0.02793484465,     0.03981748648,       0.017599043,    -0.06047637406,       0.148619002,     0.02793484465,       0.103923595,      0.5999968783,   0.0002217497668
          0,           0,          36,      -6.221403325,      -3.041630509,      -3.400388903,      -3.233049131,     -0.7718292165,      -8.925382284,       163.7012615,      0.1534592937,     0.09354226523,     0.02777035263,     0.03980734645,     0.01755545745,    -0.05963094006,       0.146560296,     0.02777035263,      0.1040191802,      0.6095575117,   0.0002197360317
          0,           0,          37,      -6.225274298,      -3.052377132,      -3.402641212,      -3.238632781,     -0.7857633841,      -8.918886021,       163.7012615,      0.1508396173,     0.09397970183,     0.02770541594,     0.03980151808,      0.0175025936,    -0.05854154356,       0.143916487,     0.02770541594,      0.1042728118,      0.6230438893,    0.000219140155
