# Results on finest four family II grids (7169x2049, 3585x1025, 1793x513, 897x257)
VARIABLES = "x" "z" "cf" "cf,x" "cf,z"
ZONE T="CFL3D, 0 lev dn, no PV, 2nd order turb advection"
 1.000000000E+00 0.000000000E+00 2.586031100E-03 2.579454798E-03 1.843089412E-04
 9.999876022E-01 -1.755868311E-06 2.951154485E-03 2.921894426E-03 4.145431158E-04
 9.999751449E-01 -3.522341558E-06 1.649380312E-03 1.633027452E-03 2.316819300E-04
 9.999626279E-01 -5.299483291E-06 1.833244809E-03 1.815069583E-03 2.575047838E-04
 9.999500513E-01 -7.087357062E-06 1.975733554E-03 1.956146443E-03 2.775150642E-04
 9.999373555E-01 -8.886026990E-06 2.020817716E-03 2.000784036E-03 2.838431974E-04
 9.999246001E-01 -1.069555674E-05 2.034777775E-03 2.014606493E-03 2.857994987E-04
 9.999117851E-01 -1.251601225E-05 2.014894970E-03 1.994921360E-03 2.830021840E-04
 9.998988509E-01 -1.434745809E-05 1.999180065E-03 1.979362918E-03 2.807903220E-04
 9.998858571E-01 -1.618995884E-05 1.980532426E-03 1.960900845E-03 2.781665244E-04
 9.998728037E-01 -1.804358180E-05 1.968660392E-03 1.949147088E-03 2.764943056E-04
 9.998596907E-01 -1.990839337E-05 1.957687316E-03 1.938283560E-03 2.749483392E-04
 9.998464584E-01 -2.178445720E-05 1.949661644E-03 1.930338098E-03 2.738162875E-04
 9.998331070E-01 -2.367184425E-05 1.942103496E-03 1.922855619E-03 2.727499232E-04
 9.998197556E-01 -2.557061998E-05 1.935715787E-03 1.916531706E-03 2.718483447E-04
 9.998062849E-01 -2.748086081E-05 1.929678489E-03 1.910554944E-03 2.709963592E-04
 9.997927547E-01 -2.940263221E-05 1.924298471E-03 1.905228826E-03 2.702366328E-04
 9.997791052E-01 -3.133600330E-05 1.919282717E-03 1.900263363E-03 2.695280418E-04
 9.997653961E-01 -3.328104867E-05 1.914742752E-03 1.895768917E-03 2.688862151E-04
 9.997515678E-01 -3.523783016E-05 1.910547726E-03 1.891616150E-03 2.682927588E-04
 9.997377396E-01 -3.720642053E-05 1.906724996E-03 1.887831953E-03 2.677515440E-04
 9.997237325E-01 -3.918689254E-05 1.903204480E-03 1.884346828E-03 2.672526753E-04
 9.997097254E-01 -4.117931530E-05 1.899982453E-03 1.881157514E-03 2.667957160E-04
 9.996955395E-01 -4.318376159E-05 1.897016424E-03 1.878221403E-03 2.663746127E-04
 9.996813536E-01 -4.520030052E-05 1.894293469E-03 1.875526155E-03 2.659875609E-04
 9.996670485E-01 -4.722900485E-05 1.891785767E-03 1.873043948E-03 2.656306897E-04
 9.996526241E-01 -4.926994734E-05 1.889479463E-03 1.870761160E-03 2.653020201E-04
 9.996381998E-01 -5.132320075E-05 1.887355233E-03 1.868658699E-03 2.649988746E-04
